"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","AA/AO","180","[c]","21200","21260"
"Leaver Dept.","2022","Declared disabled","No function","EO","355","[c]","27490","27570"
"Leaver Dept.","2022","Declared disabled","No function","G6/G7","165","[c]","56810","54340"
"Leaver Dept.","2022","Declared disabled","No function","SCS level","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","SEO/HEO","415","[c]","35060","34290"
"Leaver Dept.","2022","Declared disabled","No function","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","SEO/HEO","45","[c]","35800","34860"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","70","[c]","21620","21680"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","65","[c]","26930","26330"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","85","[c]","38290","37770"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","G6/G7","80","[c]","56670","54400"
"Leaver Dept.","2022","Declared non-disabled","Analysis","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","SEO/HEO","165","[c]","36870","36650"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","G6/G7","60","[c]","59170","55600"
"Leaver Dept.","2022","Declared non-disabled","Commercial","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","SEO/HEO","100","[c]","37060","36800"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","G6/G7","55","[c]","59600","56730"
"Leaver Dept.","2022","Declared non-disabled","Communications","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","SEO/HEO","145","[c]","36530","35900"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","EO","50","[c]","27830","27570"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","AA/AO","35","[c]","21230","21260"
"Leaver Dept.","2022","Declared non-disabled","Debt","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","EO","65","[c]","27660","27460"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","G6/G7","120","[c]","58180","56280"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","SEO/HEO","230","[c]","36610","36330"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","EO","45","[c]","25770","25120"
"Leaver Dept.","2022","Declared non-disabled","Finance","G6/G7","95","[c]","57930","56390"
"Leaver Dept.","2022","Declared non-disabled","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","SEO/HEO","150","[c]","36730","35590"
"Leaver Dept.","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","AA/AO","30","[c]","21130","21300"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","AA/AO","45","[c]","21700","21260"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","EO","130","[c]","27190","27570"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","G6/G7","95","[c]","57850","57500"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","SEO/HEO","210","[c]","34890","33930"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","EO","30","[c]","27230","27350"
"Leaver Dept.","2022","Declared non-disabled","Legal","G6/G7","55","[c]","60020","58490"
"Leaver Dept.","2022","Declared non-disabled","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","No function","AA/AO","1405","[c]","21270","21260"
"Leaver Dept.","2022","Declared non-disabled","No function","EO","2355","[c]","27100","27570"
"Leaver Dept.","2022","Declared non-disabled","No function","G6/G7","1715","[c]","57550","54700"
"Leaver Dept.","2022","Declared non-disabled","No function","SCS level","350","[c]","96240","95140"
"Leaver Dept.","2022","Declared non-disabled","No function","SEO/HEO","3205","[c]","35520","34860"
"Leaver Dept.","2022","Declared non-disabled","No function","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","EO","95","[c]","24520","25500"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","G6/G7","115","[c]","57200","56200"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","SEO/HEO","235","[c]","35080","35310"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","SEO/HEO","40","[c]","37570","38010"
"Leaver Dept.","2022","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","SEO/HEO","45","[c]","36500","34970"
"Leaver Dept.","2022","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","510","[c]","22050","21680"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","675","[c]","26660","25440"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","350","[c]","60930","57740"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SCS level","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","675","[c]","37690","37320"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","AA/AO","90","[c]","21460","21260"
"Leaver Dept.","2022","Undeclared","No function","EO","145","[c]","27210","27570"
"Leaver Dept.","2022","Undeclared","No function","G6/G7","70","[c]","56380","53600"
"Leaver Dept.","2022","Undeclared","No function","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","SEO/HEO","200","[c]","36160","35180"
"Leaver Dept.","2022","Undeclared","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SEO/HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","G6/G7","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","SEO/HEO","75","[c]","33740","32870"
"Leaver Dept.","2022","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","G6/G7","55","[c]","58240","54700"
"Leaver Dept.","2022","Unknown","Commercial","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","SEO/HEO","140","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","EO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","G6/G7","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","SEO/HEO","55","[c]","37910","37300"
"Leaver Dept.","2022","Unknown","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","G6/G7","55","[c]","57200","54700"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","SEO/HEO","165","[c]","37160","36650"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","EO","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","SEO/HEO","115","[c]","37390","37950"
"Leaver Dept.","2022","Unknown","Human Resources","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","EO","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","SEO/HEO","45","[c]","34380","33090"
"Leaver Dept.","2022","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","G6/G7","30","[c]","59220","60080"
"Leaver Dept.","2022","Unknown","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","AA/AO","410","[c]","21410","21130"
"Leaver Dept.","2022","Unknown","No function","EO","540","[c]","27540","27570"
"Leaver Dept.","2022","Unknown","No function","G6/G7","1025","[c]","58260","54700"
"Leaver Dept.","2022","Unknown","No function","SCS level","220","[c]","111600","109880"
"Leaver Dept.","2022","Unknown","No function","SEO/HEO","1735","[c]","35160","33640"
"Leaver Dept.","2022","Unknown","No function","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","SEO/HEO","55","[c]","37350","37800"
"Leaver Dept.","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA/AO","290","[c]","22010","21390"
"Leaver Dept.","2022","Unknown","Unknown","EO","205","[c]","26920","27370"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","125","[c]","62430","62170"
"Leaver Dept.","2022","Unknown","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","290","[c]","36990","36590"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","140","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","SEO/HEO","75","[c]","33150","33040"
"New entrant CS","2022","Declared disabled","Commercial","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","AA/AO","60","[c]","22160","21260"
"New entrant CS","2022","Declared disabled","Counter Fraud","EO","55","[c]","27590","27570"
"New entrant CS","2022","Declared disabled","Counter Fraud","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","AA/AO","75","[c]","21340","21260"
"New entrant CS","2022","Declared disabled","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","EO","40","[c]","25890","26300"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","G6/G7","45","[c]","54690","53390"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","SEO/HEO","85","[c]","35870","35540"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","EO","30","[c]","26640","26880"
"New entrant CS","2022","Declared disabled","Human Resources","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SEO/HEO","50","[c]","33500","32900"
