"Status","Year","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","Heterosexual / straight","155","[c]","21680","21300"
"New entrant CS","2022","Grants Management","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","Unknown","335","[c]","21560","21300"
"New entrant CS","2022","Human Resources","London","Heterosexual / straight","240","[c]","34940","32130"
"New entrant CS","2022","Human Resources","London","LGBO","35","[c]","42580","34260"
"New entrant CS","2022","Human Resources","London","Undeclared","45","[c]","31520","28000"
"New entrant CS","2022","Human Resources","London","Unknown","65","[c]","35710","32440"
"New entrant CS","2022","Human Resources","Outside London","Heterosexual / straight","640","[c]","31520","27570"
"New entrant CS","2022","Human Resources","Outside London","LGBO","75","[c]","28560","25990"
"New entrant CS","2022","Human Resources","Outside London","Undeclared","30","[c]","29110","27570"
"New entrant CS","2022","Human Resources","Outside London","Unknown","215","[c]","32950","27570"
"New entrant CS","2022","Human Resources","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Heterosexual / straight","475","[c]","40460","40000"
"New entrant CS","2022","Legal","London","LGBO","35","[c]","38820","37610"
"New entrant CS","2022","Legal","London","Undeclared","40","[c]","37670","29280"
"New entrant CS","2022","Legal","London","Unknown","60","[c]","39510","37230"
"New entrant CS","2022","Legal","Outside London","Heterosexual / straight","525","[c]","33650","27230"
"New entrant CS","2022","Legal","Outside London","LGBO","50","[c]","27270","25480"
"New entrant CS","2022","Legal","Outside London","Undeclared","30","[c]","31360","26230"
"New entrant CS","2022","Legal","Outside London","Unknown","40","[c]","37800","38000"
"New entrant CS","2022","No function","London","Heterosexual / straight","4585","[c]","35150","31800"
"New entrant CS","2022","No function","London","LGBO","560","[c]","34910","32330"
"New entrant CS","2022","No function","London","Undeclared","590","[c]","36430","32790"
"New entrant CS","2022","No function","London","Unknown","2550","[c]","33950","30520"
"New entrant CS","2022","No function","Outside London","Heterosexual / straight","20095","[c]","26760","24470"
"New entrant CS","2022","No function","Outside London","LGBO","2130","[c]","26000","23390"
"New entrant CS","2022","No function","Outside London","Undeclared","1275","[c]","28020","25710"
"New entrant CS","2022","No function","Outside London","Unknown","9610","[c]","25430","23140"
"New entrant CS","2022","No function","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Heterosexual / straight","175","[c]","29600","27570"
"New entrant CS","2022","No function","Unknown","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Unknown","285","[c]","28140","28000"
"New entrant CS","2022","Project Delivery","London","Heterosexual / straight","180","[c]","46650","43430"
"New entrant CS","2022","Project Delivery","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","Unknown","65","[c]","44620","37930"
"New entrant CS","2022","Project Delivery","Outside London","Heterosexual / straight","1135","[c]","34480","33000"
"New entrant CS","2022","Project Delivery","Outside London","LGBO","75","[c]","32530","27570"
"New entrant CS","2022","Project Delivery","Outside London","Undeclared","65","[c]","34500","33000"
"New entrant CS","2022","Project Delivery","Outside London","Unknown","445","[c]","31000","29000"
"New entrant CS","2022","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","Heterosexual / straight","90","[c]","38080","34260"
"New entrant CS","2022","Property","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","Unknown","65","[c]","37720","31080"
"New entrant CS","2022","Property","Outside London","Heterosexual / straight","495","[c]","33420","29360"
"New entrant CS","2022","Property","Outside London","LGBO","45","[c]","30350","25000"
"New entrant CS","2022","Property","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Property","Outside London","Unknown","370","[c]","28520","25000"
"New entrant CS","2022","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","London","Heterosexual / straight","80","[c]","35090","30200"
"New entrant CS","2022","Security","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","London","Unknown","70","[c]","31520","28700"
"New entrant CS","2022","Security","Outside London","Heterosexual / straight","370","[c]","28320","25000"
"New entrant CS","2022","Security","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Security","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Security","Outside London","Unknown","270","[c]","26370","25000"
"New entrant CS","2022","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Heterosexual / straight","305","[c]","35770","31060"
"New entrant CS","2022","Unknown","London","LGBO","35","[c]","37580","35050"
"New entrant CS","2022","Unknown","London","Undeclared","40","[c]","34140","32790"
"New entrant CS","2022","Unknown","London","Unknown","835","[c]","34390","28650"
"New entrant CS","2022","Unknown","Outside London","Heterosexual / straight","3510","[c]","30420","27230"
"New entrant CS","2022","Unknown","Outside London","LGBO","405","[c]","29400","27230"
"New entrant CS","2022","Unknown","Outside London","Undeclared","240","[c]","30900","27230"
"New entrant CS","2022","Unknown","Outside London","Unknown","4025","[c]","29010","24880"
"New entrant CS","2022","Unknown","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","180","[c]","22260","16190"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
