"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","Female","95","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","Male","65","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data and Technology","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data and Technology","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data and Technology","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Economics","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Economics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Economics","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Economics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Economics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Human Resources","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Delivery","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Policy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Policy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Economics","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Economics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Economics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Economics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Economics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Economics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Economics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Statistics","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Statistics","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
