"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","HM Land Registry","Project Delivery","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Commercial","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Intelligence Analysis","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Intelligence Analysis","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","London","AA/AO","380","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","London","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","London","Unknown","215","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","Outside London","AA/AO","3995","[c]","25090","23960"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","Outside London","EO","300","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","Outside London","SEO/HEO","140","[c]","41670","38160"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","Outside London","Unknown","1125","[c]","29500","28200"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","Unknown","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Psychology","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Psychology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Psychology","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Psychology","Outside London","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Psychology","Outside London","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Outside London","AA/AO","150","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Outside London","EO","85","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Outside London","SEO/HEO","90","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Outside London","Unknown","190","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Unknown","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","AA/AO","50","[c]","21750","22080"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","EO","20","[c]","28090","28920"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tax","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tax","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tax","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tax","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tax","Outside London","G6/G7","10","[c]","64630","67910"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tax","Outside London","SEO/HEO","10","[c]","35250","35390"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","London","AA/AO","90","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","London","EO","115","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","London","G6/G7","85","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","London","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","London","SEO/HEO","140","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","AA/AO","2470","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","EO","735","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","G6/G7","205","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","SEO/HEO","635","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Economics","London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Economics","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Economics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Human Resources","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Operational Delivery","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Policy","London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Policy","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Policy","London","G6/G7","45","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Policy","London","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Communications","London","SEO/HEO","15","[c]","40910","42160"
"Leaver CS","2022","Home Office","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","London","G6/G7","25","[c]","64070","61940"
"Leaver CS","2022","Home Office","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","London","SEO/HEO","40","[c]","41010","41950"
"Leaver CS","2022","Home Office","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","Outside London","G6/G7","20","[c]","62080","61220"
"Leaver CS","2022","Home Office","Digital, Data and Technology","Outside London","SEO/HEO","20","[c]","37370","37460"
"Leaver CS","2022","Home Office","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Economics","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Economics","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","London","EO","15","[c]","29200","28740"
"Leaver CS","2022","Home Office","Intelligence Analysis","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","Outside London","EO","35","[c]","26450","27300"
"Leaver CS","2022","Home Office","Intelligence Analysis","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","London","AA/AO","80","[c]","24870","25630"
"Leaver CS","2022","Home Office","Operational Delivery","London","EO","180","[c]","30100","29080"
"Leaver CS","2022","Home Office","Operational Delivery","London","G6/G7","15","[c]","61750","59240"
"Leaver CS","2022","Home Office","Operational Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","London","SEO/HEO","75","[c]","37860","36780"
"Leaver CS","2022","Home Office","Operational Delivery","Outside London","AA/AO","400","[c]","21270","21680"
"Leaver CS","2022","Home Office","Operational Delivery","Outside London","EO","520","[c]","26420","25220"
"Leaver CS","2022","Home Office","Operational Delivery","Outside London","G6/G7","15","[c]","57000","52340"
"Leaver CS","2022","Home Office","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","Outside London","SEO/HEO","100","[c]","34980","33310"
"Leaver CS","2022","Home Office","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Research","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","London","AA/AO","40","[c]","22950","22460"
"Leaver CS","2022","Home Office","Other","London","EO","25","[c]","28840","28650"
"Leaver CS","2022","Home Office","Other","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","London","SEO/HEO","25","[c]","37990","37060"
"Leaver CS","2022","Home Office","Other","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","Outside London","AA/AO","10","[c]","20340","21680"
"Leaver CS","2022","Home Office","Other","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","Overseas","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","London","EO","20","[c]","28850","28650"
"Leaver CS","2022","Home Office","Policy","London","G6/G7","35","[c]","62350","57740"
"Leaver CS","2022","Home Office","Policy","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","London","SEO/HEO","50","[c]","39900","41950"
"Leaver CS","2022","Home Office","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","London","G6/G7","20","[c]","64190","60670"
"Leaver CS","2022","Home Office","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","London","SEO/HEO","20","[c]","39100","40640"
"Leaver CS","2022","Home Office","Project Delivery","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","Outside London","SEO/HEO","10","[c]","34730","36590"
"Leaver CS","2022","Home Office","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Statistics","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Digital, Data and Technology","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Economics","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
