"Status","Year","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","Female","120","[c]","37730","32320"
"New entrant CS","2022","Office of Gas and Electricity Markets","London","Male","130","[c]","40640","32320"
"New entrant CS","2022","Office of Gas and Electricity Markets","Outside London","Female","100","[c]","32030","26420"
"New entrant CS","2022","Office of Gas and Electricity Markets","Outside London","Male","110","[c]","32270","24900"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Outside London","Female","40","[c]","36090","37270"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Outside London","Female","2705","[c]","29590","27230"
"New entrant CS","2022","Scottish Government","Outside London","Male","1800","[c]","29950","27230"
"New entrant CS","2022","The National Archives","London","Female","55","[c]","31740","28040"
"New entrant CS","2022","The National Archives","London","Male","40","[c]","32280","28040"
"New entrant CS","2022","UK Export Finance","London","Female","65","[c]","41450","34180"
"New entrant CS","2022","UK Export Finance","London","Male","50","[c]","45240","44080"
"New entrant CS","2022","UK Export Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Outside London","Female","540","[c]","28000","27030"
"New entrant CS","2022","UK Statistics Authority","Outside London","Male","435","[c]","29300","30210"
"New entrant CS","2022","UK Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Outside London","Female","220","[c]","33990","31210"
"New entrant CS","2022","Welsh Government","Outside London","Male","145","[c]","35600","31210"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed its name to the Department for Levelling Up, Housing and Communities.","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
