"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Planning Inspectorate","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Outside London","G6/G7","G6","15","[c]","69260","71610"
"Leaver CS","2022","Planning Inspectorate","Outside London","G6/G7","G7","15","[c]","49320","47660"
"Leaver CS","2022","Planning Inspectorate","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","London","AA/AO","AO","35","[c]","21840","21980"
"Leaver CS","2022","Public Health England","London","EO","EO","80","[c]","25970","26880"
"Leaver CS","2022","Public Health England","London","G6/G7","G6","55","[c]","68980","65310"
"Leaver CS","2022","Public Health England","London","G6/G7","G7","140","[c]","53470","53220"
"Leaver CS","2022","Public Health England","London","SCS level","SCS level","45","[c]","101930","104580"
"Leaver CS","2022","Public Health England","London","SEO/HEO","HEO","110","[c]","32340","32330"
"Leaver CS","2022","Public Health England","London","SEO/HEO","SEO","150","[c]","39890","40070"
"Leaver CS","2022","Public Health England","Outside London","AA/AO","AA","25","[c]","19090","19100"
"Leaver CS","2022","Public Health England","Outside London","AA/AO","AO","95","[c]","20680","19880"
"Leaver CS","2022","Public Health England","Outside London","EO","EO","165","[c]","25080","24380"
"Leaver CS","2022","Public Health England","Outside London","G6/G7","G6","45","[c]","74730","75870"
"Leaver CS","2022","Public Health England","Outside London","G6/G7","G7","160","[c]","52580","52300"
"Leaver CS","2022","Public Health England","Outside London","SCS level","SCS level","60","[c]","101780","101430"
"Leaver CS","2022","Public Health England","Outside London","SEO/HEO","HEO","120","[c]","31320","30760"
"Leaver CS","2022","Public Health England","Outside London","SEO/HEO","SEO","210","[c]","39710","39380"
"Leaver CS","2022","Queen Elizabeth II Centre","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Outside London","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Outside London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Unknown","Unknown","Unknown","235","[c]","36010","33270"
"Leaver CS","2022","Rural Payments Agency","Outside London","AA/AO","AO","90","[c]","21190","21300"
"Leaver CS","2022","Rural Payments Agency","Outside London","EO","EO","45","[c]","25630","25880"
"Leaver CS","2022","Rural Payments Agency","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Outside London","SEO/HEO","HEO","20","[c]","30910","31240"
"Leaver CS","2022","Rural Payments Agency","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Outside London","AA/AO","AA","40","[c]","20950","20950"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Outside London","AA/AO","AO","65","[c]","23500","23780"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Outside London","EO","EO","25","[c]","30100","30450"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","HEO","10","[c]","35640","36360"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","SEO","15","[c]","45440","46100"
"Leaver CS","2022","Scottish Forestry","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Outside London","AA/AO","AA","55","[c]","23180","23230"
"Leaver CS","2022","Scottish Government (excl. agencies)","Outside London","AA/AO","AO","35","[c]","27330","25820"
"Leaver CS","2022","Scottish Government (excl. agencies)","Outside London","EO","EO","65","[c]","28570","27940"
"Leaver CS","2022","Scottish Government (excl. agencies)","Outside London","G6/G7","G6","30","[c]","74960","75340"
"Leaver CS","2022","Scottish Government (excl. agencies)","Outside London","G6/G7","G7","40","[c]","58580","62170"
"Leaver CS","2022","Scottish Government (excl. agencies)","Outside London","SCS level","SCS level","15","[c]","93750","87520"
"Leaver CS","2022","Scottish Government (excl. agencies)","Outside London","SEO/HEO","HEO","85","[c]","34510","36130"
"Leaver CS","2022","Scottish Government (excl. agencies)","Outside London","SEO/HEO","SEO","85","[c]","44400","47240"
"Leaver CS","2022","Scottish Government (excl. agencies)","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Outside London","AA/AO","AA","25","[c]","21640","21640"
"Leaver CS","2022","Scottish Prison Service","Outside London","AA/AO","AO","125","[c]","24830","26900"
"Leaver CS","2022","Scottish Prison Service","Outside London","EO","EO","130","[c]","34350","35000"
"Leaver CS","2022","Scottish Prison Service","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Outside London","G6/G7","G7","10","[c]","54170","54170"
"Leaver CS","2022","Scottish Prison Service","Outside London","SEO/HEO","HEO","25","[c]","40290","40290"
"Leaver CS","2022","Scottish Prison Service","Outside London","SEO/HEO","SEO","25","[c]","45780","46020"
"Leaver CS","2022","Scottish Public Pensions Agency","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","London","G6/G7","G7","15","[c]","54950","53590"
"Leaver CS","2022","Serious Fraud Office","London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","London","SEO/HEO","SEO","10","[c]","40890","40000"
"Leaver CS","2022","Serious Fraud Office","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Outside London","AA/AO","AA","15","[c]","21750","21050"
"Leaver CS","2022","Social Security Scotland","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Outside London","EO","EO","15","[c]","28230","27940"
"Leaver CS","2022","Social Security Scotland","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Outside London","AA/AO","AA","20","[c]","21280","21050"
"Leaver CS","2022","Student Awards Agency for Scotland","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Outside London","Unknown","Unknown","140","[c]","38100","37370"
"Leaver CS","2022","Submarine Delivery Agency","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Outside London","AA/AO","AO","35","[c]","21020","21130"
"Leaver CS","2022","The Insolvency Service","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Outside London","SEO/HEO","HEO","20","[c]","31120","29640"
"Leaver CS","2022","The Insolvency Service","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","AA/AO","AO","15","[c]","21000","20510"
"Leaver CS","2022","The National Archives","London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","SEO/HEO","HEO","20","[c]","30270","28970"
"Leaver CS","2022","The National Archives","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","SEO/HEO","SEO","20","[c]","46870","47000"
"Leaver CS","2022","UK Health Security Agency","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","London","AA/AO","AO","35","[c]","22450","23230"
"Leaver CS","2022","UK Health Security Agency","London","EO","EO","65","[c]","26070","26880"
"Leaver CS","2022","UK Health Security Agency","London","G6/G7","G6","40","[c]","66640","66230"
"Leaver CS","2022","UK Health Security Agency","London","G6/G7","G7","105","[c]","52620","52610"
"Leaver CS","2022","UK Health Security Agency","London","SCS level","SCS level","35","[c]","95580","84730"
"Leaver CS","2022","UK Health Security Agency","London","SEO/HEO","HEO","130","[c]","31770","32330"
"Leaver CS","2022","UK Health Security Agency","London","SEO/HEO","SEO","115","[c]","39340","40070"
"Leaver CS","2022","UK Health Security Agency","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Outside London","AA/AO","AO","60","[c]","20690","19880"
"Leaver CS","2022","UK Health Security Agency","Outside London","EO","EO","45","[c]","24600","23390"
"Leaver CS","2022","UK Health Security Agency","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Outside London","G6/G7","G7","30","[c]","52810","52910"
"Leaver CS","2022","UK Health Security Agency","Outside London","SCS level","SCS level","10","[c]","115670","104750"
"Leaver CS","2022","UK Health Security Agency","Outside London","SEO/HEO","HEO","50","[c]","30590","29120"
"Leaver CS","2022","UK Health Security Agency","Outside London","SEO/HEO","SEO","50","[c]","39570","38690"
"Leaver CS","2022","UK Hydrographic Office","Outside London","AA/AO","AO","10","[c]","20370","20420"
"Leaver CS","2022","UK Hydrographic Office","Outside London","EO","EO","10","[c]","27760","26740"
"Leaver CS","2022","UK Hydrographic Office","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Outside London","SEO/HEO","HEO","20","[c]","34210","33330"
"Leaver CS","2022","UK Hydrographic Office","Outside London","SEO/HEO","SEO","15","[c]","44840","43240"
"Leaver CS","2022","UK Space Agency","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","SEO/HEO","HEO","20","[c]","32930","32540"
"Leaver CS","2022","UK Statistics Authority","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","AA/AO","AA","80","[c]","19400","19050"
"Leaver CS","2022","UK Statistics Authority","Outside London","AA/AO","AO","175","[c]","19980","19610"
"Leaver CS","2022","UK Statistics Authority","Outside London","EO","EO","75","[c]","23930","23630"
"Leaver CS","2022","UK Statistics Authority","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","G6/G7","G7","25","[c]","52180","50210"
"Leaver CS","2022","UK Statistics Authority","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","SEO/HEO","HEO","90","[c]","30480","30210"
"Leaver CS","2022","UK Statistics Authority","Outside London","SEO/HEO","SEO","70","[c]","37250","36840"
"Leaver CS","2022","UK Supreme Court","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","SEO/HEO","SEO","15","[c]","37230","37230"
"Leaver CS","2022","Valuation Office Agency","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","AA/AO","AA","35","[c]","20760","20830"
"Leaver CS","2022","Valuation Office Agency","Outside London","AA/AO","AO","95","[c]","21790","22010"
"Leaver CS","2022","Valuation Office Agency","Outside London","EO","EO","50","[c]","25960","26030"
"Leaver CS","2022","Valuation Office Agency","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","SEO/HEO","HEO","15","[c]","32050","32830"
"Leaver CS","2022","Valuation Office Agency","Outside London","SEO/HEO","SEO","25","[c]","44000","44740"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SEO/HEO","HEO","20","[c]","41660","40460"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SEO/HEO","SEO","15","[c]","59320","61510"
"Leaver CS","2022","Welsh Government (excl. agencies)","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","AA/AO","AO","60","[c]","23140","23830"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","EO","EO","35","[c]","28410","28850"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","G6/G7","G7","30","[c]","61300","60830"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","SCS level","SCS level","20","[c]","101050","101020"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","SEO/HEO","HEO","55","[c]","36010","37410"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","SEO/HEO","SEO","40","[c]","45340","47000"
"Leaver CS","2022","Welsh Revenue Authority","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","EO","EO","30","[c]","24350","24250"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","AA/AO","AO","20","[c]","21250","21300"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","AA/AO","AO","15","[c]","23760","24490"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","EO","EO","135","[c]","27690","27500"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","G6/G7","G6","110","[c]","66410","64510"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","G6/G7","G7","275","[c]","55330","54700"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","SCS level","SCS level","80","[c]","86750","76580"
