"Status","Year","Disability","Ethnicity","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Mixed","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","East Midlands (England)","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","East Midlands (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","East of England","Undeclared","35","[c]","34940","31330"
"Leaver CS","2022","Undeclared","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","London","Undeclared","100","[c]","44580","42190"
"Leaver CS","2022","Undeclared","Undeclared","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","North East (England)","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","North East (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","North West (England)","Undeclared","35","[c]","31130","27570"
"Leaver CS","2022","Undeclared","Undeclared","North West (England)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Scotland","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","South East (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","South East (England)","Undeclared","50","[c]","33140","27570"
"Leaver CS","2022","Undeclared","Undeclared","South East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","South West (England)","Undeclared","65","[c]","36030","36460"
"Leaver CS","2022","Undeclared","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Wales","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Wales","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","West Midlands (England)","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","West Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Yorkshire and The Humber","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","North West (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","South East (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Yorkshire and The Humber","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Yorkshire and The Humber","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","East Midlands (England)","Heterosexual / straight","60","[c]","27720","21480"
"Leaver CS","2022","Undeclared","White","East Midlands (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","East Midlands (England)","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","East Midlands (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","East of England","Heterosexual / straight","70","[c]","28220","27570"
"Leaver CS","2022","Undeclared","White","East of England","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","East of England","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","East of England","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","London","Heterosexual / straight","90","[c]","42400","40300"
"Leaver CS","2022","Undeclared","White","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","North East (England)","Heterosexual / straight","45","[c]","27710","23070"
"Leaver CS","2022","Undeclared","White","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","North East (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","North East (England)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","North West (England)","Heterosexual / straight","70","[c]","23600","21260"
"Leaver CS","2022","Undeclared","White","North West (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","North West (England)","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","North West (England)","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Northern Ireland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Scotland","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Scotland","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Scotland","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","South East (England)","Heterosexual / straight","145","[c]","28450","26670"
"Leaver CS","2022","Undeclared","White","South East (England)","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","South East (England)","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","South East (England)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","South West (England)","Heterosexual / straight","70","[c]","30120","26930"
"Leaver CS","2022","Undeclared","White","South West (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","South West (England)","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","South West (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Wales","Heterosexual / straight","60","[c]","29600","25160"
"Leaver CS","2022","Undeclared","White","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Wales","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Wales","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","West Midlands (England)","Heterosexual / straight","45","[c]","29210","26670"
"Leaver CS","2022","Undeclared","White","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","West Midlands (England)","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","West Midlands (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Yorkshire and The Humber","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Yorkshire and The Humber","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Yorkshire and The Humber","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Yorkshire and The Humber","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","East Midlands (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","East Midlands (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","East of England","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","London","Heterosexual / straight","95","[c]","35580","31060"
"Leaver CS","2022","Unknown","Asian","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","London","Unknown","45","[c]","46390","35500"
"Leaver CS","2022","Unknown","Asian","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","North West (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","North West (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","South East (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
