"Status","Year","Disability","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","Heterosexual / straight","260","[c]","32750","27970"
"Leaver Dept.","2022","Undeclared","No function","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","Undeclared","200","[c]","37900","34020"
"Leaver Dept.","2022","Undeclared","No function","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Undeclared","35","[c]","35180","30780"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Undeclared","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Unknown","55","[c]","36420","33710"
"Leaver Dept.","2022","Unknown","Commercial","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Undeclared","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Unknown","40","[c]","50170","51940"
"Leaver Dept.","2022","Unknown","Communications","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Undeclared","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Unknown","60","[c]","42280","38550"
"Leaver Dept.","2022","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Heterosexual / straight","45","[c]","43100","39830"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Undeclared","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Unknown","100","[c]","41810","37940"
"Leaver Dept.","2022","Unknown","Finance","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Undeclared","125","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Unknown","40","[c]","42720","39960"
"Leaver Dept.","2022","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Heterosexual / straight","45","[c]","39280","32170"
"Leaver Dept.","2022","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Unknown","60","[c]","36550","32000"
"Leaver Dept.","2022","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Unknown","45","[c]","49740","52650"
"Leaver Dept.","2022","Unknown","No function","Heterosexual / straight","800","[c]","44700","39960"
"Leaver Dept.","2022","Unknown","No function","LGBO","60","[c]","45130","37830"
"Leaver Dept.","2022","Unknown","No function","Undeclared","630","[c]","48310","40790"
"Leaver Dept.","2022","Unknown","No function","Unknown","2460","[c]","41120","33250"
"Leaver Dept.","2022","Unknown","Project Delivery","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Unknown","55","[c]","46860","42100"
"Leaver Dept.","2022","Unknown","Property","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Unknown","40","[c]","27740","25000"
"Leaver Dept.","2022","Unknown","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","65","[c]","33350","27760"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","920","[c]","35690","31060"
"New entrant CS","2022","Declared disabled","Analysis","Heterosexual / straight","70","[c]","30710","30850"
"New entrant CS","2022","Declared disabled","Analysis","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Heterosexual / straight","40","[c]","33590","30420"
"New entrant CS","2022","Declared disabled","Commercial","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Heterosexual / straight","40","[c]","29300","26590"
"New entrant CS","2022","Declared disabled","Communications","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Heterosexual / straight","110","[c]","27150","26590"
"New entrant CS","2022","Declared disabled","Counter Fraud","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Heterosexual / straight","60","[c]","21560","21260"
"New entrant CS","2022","Declared disabled","Debt","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Heterosexual / straight","130","[c]","36010","33080"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","LGBO","40","[c]","36250","35220"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Heterosexual / straight","45","[c]","33240","27570"
"New entrant CS","2022","Declared disabled","Finance","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Heterosexual / straight","75","[c]","32500","28230"
"New entrant CS","2022","Declared disabled","Human Resources","LGBO","30","[c]","29420","28000"
"New entrant CS","2022","Declared disabled","Human Resources","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Heterosexual / straight","90","[c]","35700","30440"
"New entrant CS","2022","Declared disabled","Legal","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Heterosexual / straight","2635","[c]","28300","27040"
"New entrant CS","2022","Declared disabled","No function","LGBO","580","[c]","27290","26310"
"New entrant CS","2022","Declared disabled","No function","Undeclared","245","[c]","29070","27570"
"New entrant CS","2022","Declared disabled","No function","Unknown","75","[c]","30180","26280"
"New entrant CS","2022","Declared disabled","Project Delivery","Heterosexual / straight","100","[c]","32580","29600"
"New entrant CS","2022","Declared disabled","Project Delivery","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Heterosexual / straight","45","[c]","32760","28860"
"New entrant CS","2022","Declared disabled","Property","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Heterosexual / straight","300","[c]","29770","27230"
"New entrant CS","2022","Declared disabled","Unknown","LGBO","105","[c]","28310","27230"
"New entrant CS","2022","Declared disabled","Unknown","Undeclared","30","[c]","30630","27400"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","55","[c]","28650","24880"
"New entrant CS","2022","Declared non-disabled","Analysis","Heterosexual / straight","705","[c]","34330","30880"
"New entrant CS","2022","Declared non-disabled","Analysis","LGBO","95","[c]","32540","30710"
"New entrant CS","2022","Declared non-disabled","Analysis","Undeclared","45","[c]","30930","30710"
"New entrant CS","2022","Declared non-disabled","Analysis","Unknown","95","[c]","29930","29200"
"New entrant CS","2022","Declared non-disabled","Commercial","Heterosexual / straight","335","[c]","34950","33000"
"New entrant CS","2022","Declared non-disabled","Commercial","LGBO","30","[c]","33120","28350"
"New entrant CS","2022","Declared non-disabled","Commercial","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Heterosexual / straight","625","[c]","30830","26590"
"New entrant CS","2022","Declared non-disabled","Communications","LGBO","75","[c]","31170","26820"
"New entrant CS","2022","Declared non-disabled","Communications","Undeclared","40","[c]","33620","30540"
"New entrant CS","2022","Declared non-disabled","Communications","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Heterosexual / straight","930","[c]","26940","26590"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","LGBO","65","[c]","26760","26590"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Undeclared","35","[c]","27730","26590"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Debt","Heterosexual / straight","540","[c]","21650","21250"
"New entrant CS","2022","Declared non-disabled","Debt","LGBO","45","[c]","21460","21250"
"New entrant CS","2022","Declared non-disabled","Debt","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Debt","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Heterosexual / straight","1390","[c]","38230","35580"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","LGBO","120","[c]","36290","33000"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Undeclared","120","[c]","35800","33040"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","35","[c]","30870","27130"
"New entrant CS","2022","Declared non-disabled","Finance","Heterosexual / straight","485","[c]","33650","31750"
"New entrant CS","2022","Declared non-disabled","Finance","LGBO","40","[c]","34760","27660"
"New entrant CS","2022","Declared non-disabled","Finance","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Heterosexual / straight","140","[c]","21940","21300"
"New entrant CS","2022","Declared non-disabled","Grants Management","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Unknown","335","[c]","21550","21300"
"New entrant CS","2022","Declared non-disabled","Human Resources","Heterosexual / straight","675","[c]","32680","28230"
"New entrant CS","2022","Declared non-disabled","Human Resources","LGBO","55","[c]","34990","27000"
"New entrant CS","2022","Declared non-disabled","Human Resources","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Heterosexual / straight","35","[c]","42050","42560"
"New entrant CS","2022","Declared non-disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Heterosexual / straight","785","[c]","37700","38000"
"New entrant CS","2022","Declared non-disabled","Legal","LGBO","60","[c]","33860","27230"
"New entrant CS","2022","Declared non-disabled","Legal","Undeclared","45","[c]","36650","30130"
"New entrant CS","2022","Declared non-disabled","Legal","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Heterosexual / straight","19945","[c]","28110","26140"
"New entrant CS","2022","Declared non-disabled","No function","LGBO","1845","[c]","27940","25710"
"New entrant CS","2022","Declared non-disabled","No function","Undeclared","1035","[c]","29210","27060"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","520","[c]","27540","25030"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Heterosexual / straight","1040","[c]","36210","33000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","LGBO","65","[c]","32280","29610"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Undeclared","55","[c]","38460","33850"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","80","[c]","28830","26270"
"New entrant CS","2022","Declared non-disabled","Property","Heterosexual / straight","440","[c]","33650","31130"
"New entrant CS","2022","Declared non-disabled","Property","LGBO","35","[c]","31080","25000"
"New entrant CS","2022","Declared non-disabled","Property","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Heterosexual / straight","345","[c]","29880","25640"
"New entrant CS","2022","Declared non-disabled","Security","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Heterosexual / straight","2595","[c]","31120","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","LGBO","220","[c]","31130","27400"
"New entrant CS","2022","Declared non-disabled","Unknown","Undeclared","135","[c]","32000","27570"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","305","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Heterosexual / straight","35","[c]","38030","37070"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Undeclared","40","[c]","35850","33220"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Heterosexual / straight","785","[c]","28120","27570"
"New entrant CS","2022","Undeclared","No function","LGBO","130","[c]","26080","26180"
"New entrant CS","2022","Undeclared","No function","Undeclared","305","[c]","31680","28620"
"New entrant CS","2022","Undeclared","No function","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Heterosexual / straight","40","[c]","35950","32490"
"New entrant CS","2022","Undeclared","Project Delivery","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Heterosexual / straight","80","[c]","28940","27230"
"New entrant CS","2022","Undeclared","Unknown","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Undeclared","55","[c]","31220","27570"
"New entrant CS","2022","Undeclared","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Heterosexual / straight","125","[c]","34830","31800"
"New entrant CS","2022","Unknown","Analysis","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Undeclared","70","[c]","36600","32790"
"New entrant CS","2022","Unknown","Analysis","Unknown","170","[c]","34690","30450"
"New entrant CS","2022","Unknown","Commercial","Heterosexual / straight","110","[c]","33680","30420"
"New entrant CS","2022","Unknown","Commercial","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Undeclared","75","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Unknown","325","[c]","58720","62060"
"New entrant CS","2022","Unknown","Communications","Heterosexual / straight","80","[c]","34760","32830"
"New entrant CS","2022","Unknown","Communications","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Undeclared","85","[c]","34300","27270"
"New entrant CS","2022","Unknown","Communications","Unknown","490","[c]","29470","26590"
"New entrant CS","2022","Unknown","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Unknown","355","[c]","27960","26590"
"New entrant CS","2022","Unknown","Debt","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","Unknown","305","[c]","21680","21250"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Heterosexual / straight","230","[c]","36940","32970"
"New entrant CS","2022","Unknown","Digital, Data & Technology","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Undeclared","75","[c]","40660","36500"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Unknown","610","[c]","37540","33840"
"New entrant CS","2022","Unknown","Finance","Heterosexual / straight","160","[c]","33570","29360"
"New entrant CS","2022","Unknown","Finance","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Undeclared","110","[c]","33830","29160"
"New entrant CS","2022","Unknown","Finance","Unknown","235","[c]","34920","31990"
"New entrant CS","2022","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Heterosexual / straight","105","[c]","31110","27270"
"New entrant CS","2022","Unknown","Human Resources","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Unknown","255","[c]","33690","28740"
