"Status","Year","Age","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Unknown","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","National Crime Agency","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","National Crime Agency","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Public Health England","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Public Health England","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Public Health England","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Public Health England","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Royal Fleet Auxiliary","Unknown","45","[c]","45410","39050"
"Leaver CS","2022","60-64","Unknown","Scottish Courts and Tribunals Service","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Scottish Courts and Tribunals Service","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Scottish Courts and Tribunals Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Scottish Government (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Scottish Government (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Scottish Government (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Scottish Prison Service","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Scottish Prison Service","EO","30","[c]","34900","35000"
"Leaver CS","2022","60-64","Unknown","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Scottish Prison Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Social Security Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Student Awards Agency for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Student Awards Agency for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","UK Health Security Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","UK Health Security Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","UK Statistics Authority","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Welsh Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Defence Equipment and Support","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Defence Equipment and Support","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Work and Pensions (excl. agencies)","AA/AO","135","[c]","21110","21260"
"Leaver CS","2022","65+","Declared disabled","Department for Work and Pensions (excl. agencies)","EO","115","[c]","27800","27570"
"Leaver CS","2022","65+","Declared disabled","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department for Work and Pensions (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Driver and Vehicle Licensing Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Driver and Vehicle Standards Agency","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Courts and Tribunals Service","AA/AO","35","[c]","20530","20650"
"Leaver CS","2022","65+","Declared disabled","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Land Registry","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Prison and Probation Service","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Prison and Probation Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Prison and Probation Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Prison and Probation Service","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Revenue and Customs (excl. agencies)","AA/AO","55","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Revenue and Customs (excl. agencies)","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Revenue and Customs (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Revenue and Customs (excl. agencies)","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Home Office","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Home Office","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Ministry of Defence (excl. agencies)","AA/AO","40","[c]","22140","21380"
"Leaver CS","2022","65+","Declared disabled","Ministry of Defence (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Ministry of Defence (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Ministry of Justice (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","National Records of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
