"Status","Year","Age","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Communications","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Department for Business, Energy and Industrial Strategy","Wales","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Department for Work and Pensions","East Midlands (England)","10","5","26460","27570"
"In post","2022","65+","Counter Fraud","Department for Work and Pensions","East of England","25","20","29260","28750"
"In post","2022","65+","Counter Fraud","Department for Work and Pensions","London","60","45","28890","25110"
"In post","2022","65+","Counter Fraud","Department for Work and Pensions","North East (England)","10","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","Department for Work and Pensions","North West (England)","30","20","27550","27570"
"In post","2022","65+","Counter Fraud","Department for Work and Pensions","Scotland","35","25","25410","27570"
"In post","2022","65+","Counter Fraud","Department for Work and Pensions","South East (England)","40","30","25880","25620"
"In post","2022","65+","Counter Fraud","Department for Work and Pensions","South West (England)","20","15","26620","27570"
"In post","2022","65+","Counter Fraud","Department for Work and Pensions","Wales","15","10","27240","27570"
"In post","2022","65+","Counter Fraud","Department for Work and Pensions","West Midlands (England)","25","15","26560","27570"
"In post","2022","65+","Counter Fraud","Department for Work and Pensions","Yorkshire and The Humber","25","15","25890","27570"
"In post","2022","65+","Counter Fraud","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","HM Revenue and Customs","East Midlands (England)","10","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","HM Revenue and Customs","East of England","10","10","29410","22080"
"In post","2022","65+","Counter Fraud","HM Revenue and Customs","London","50","35","39800","35980"
"In post","2022","65+","Counter Fraud","HM Revenue and Customs","North East (England)","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","HM Revenue and Customs","North West (England)","35","20","33990","28920"
"In post","2022","65+","Counter Fraud","HM Revenue and Customs","Northern Ireland","5","0","[c]","[c]"
"In post","2022","65+","Counter Fraud","HM Revenue and Customs","Scotland","30","20","31060","28920"
"In post","2022","65+","Counter Fraud","HM Revenue and Customs","South East (England)","10","10","33940","31180"
"In post","2022","65+","Counter Fraud","HM Revenue and Customs","South West (England)","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","HM Revenue and Customs","Wales","15","10","32150","28920"
"In post","2022","65+","Counter Fraud","HM Revenue and Customs","West Midlands (England)","15","10","33490","32450"
"In post","2022","65+","Counter Fraud","HM Revenue and Customs","Yorkshire and The Humber","10","5","30630","28920"
"In post","2022","65+","Debt","Department for Work and Pensions","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","65+","Debt","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Department for Work and Pensions","North East (England)","15","10","22310","21260"
"In post","2022","65+","Debt","Department for Work and Pensions","North West (England)","10","5","20830","21260"
"In post","2022","65+","Debt","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Department for Work and Pensions","South West (England)","5","5","[c]","[c]"
"In post","2022","65+","Debt","Department for Work and Pensions","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Debt","Department for Work and Pensions","West Midlands (England)","15","10","21350","21260"
"In post","2022","65+","Debt","Department for Work and Pensions","Yorkshire and The Humber","15","10","22220","21260"
"In post","2022","65+","Debt","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","HM Revenue and Customs","London","50","35","28850","26400"
"In post","2022","65+","Debt","HM Revenue and Customs","North East (England)","10","5","[c]","[c]"
"In post","2022","65+","Debt","HM Revenue and Customs","North West (England)","10","10","25760","22080"
"In post","2022","65+","Debt","HM Revenue and Customs","Scotland","40","30","22880","22080"
"In post","2022","65+","Debt","HM Revenue and Customs","South East (England)","10","10","29000","28920"
"In post","2022","65+","Debt","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","HM Revenue and Customs","Wales","5","5","[c]","[c]"
"In post","2022","65+","Debt","HM Revenue and Customs","West Midlands (England)","10","5","[c]","[c]"
"In post","2022","65+","Debt","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Cabinet Office","London","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","South East (England)","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","South West (England)","20","15","47550","47960"
"In post","2022","65+","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Wales","10","10","43200","42470"
"In post","2022","65+","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South West (England)","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Transport","Wales","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Work and Pensions","North East (England)","25","20","34530","31990"
"In post","2022","65+","Digital, Data & Technology","Department for Work and Pensions","North West (England)","30","25","41170","34580"
"In post","2022","65+","Digital, Data & Technology","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department for Work and Pensions","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HM Land Registry","South West (England)","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HM Revenue and Customs","East of England","15","10","32690","34310"
"In post","2022","65+","Digital, Data & Technology","HM Revenue and Customs","London","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HM Revenue and Customs","South East (England)","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Ministry of Defence","East of England","10","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Ministry of Defence","London","10","10","40440","30560"
"In post","2022","65+","Digital, Data & Technology","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Ministry of Defence","South East (England)","20","20","29380","29200"
"In post","2022","65+","Digital, Data & Technology","Ministry of Defence","South West (England)","30","25","34190","33290"
"In post","2022","65+","Digital, Data & Technology","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Ministry of Defence","West Midlands (England)","15","15","26740","26670"
"In post","2022","65+","Digital, Data & Technology","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Ministry of Justice","London","10","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Education","London","5","5","[c]","[c]"
"In post","2022","65+","Finance","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Education","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","65+","Finance","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Environment, Food and Rural Affairs","South East (England)","5","5","[c]","[c]"
"In post","2022","65+","Finance","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Work and Pensions","London","5","5","[c]","[c]"
"In post","2022","65+","Finance","Department for Work and Pensions","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Work and Pensions","North West (England)","10","5","28130","29780"
"In post","2022","65+","Finance","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Department for Work and Pensions","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","65+","Finance","Department of Health and Social Care","London","5","5","[c]","[c]"
"In post","2022","65+","Finance","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","HM Revenue and Customs","East of England","5","5","[c]","[c]"
"In post","2022","65+","Finance","HM Revenue and Customs","London","10","10","31910","32320"
"In post","2022","65+","Finance","HM Revenue and Customs","North East (England)","10","5","[c]","[c]"
"In post","2022","65+","Finance","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","HM Revenue and Customs","Scotland","10","10","22140","21250"
"In post","2022","65+","Finance","HM Revenue and Customs","South East (England)","10","5","[c]","[c]"
"In post","2022","65+","Finance","HM Revenue and Customs","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","65+","Finance","HM Revenue and Customs","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","65+","Finance","Ministry of Defence","East of England","5","5","[c]","[c]"
"In post","2022","65+","Finance","Ministry of Defence","London","10","10","36570","35500"
"In post","2022","65+","Finance","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Ministry of Defence","South East (England)","10","10","40920","37790"
"In post","2022","65+","Finance","Ministry of Defence","South West (England)","5","5","[c]","[c]"
"In post","2022","65+","Finance","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Ministry of Justice","London","10","10","41640","39580"
"In post","2022","65+","Finance","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Department for Environment, Food and Rural Affairs","North East (England)","10","5","22380","21300"
"In post","2022","65+","Grants Management","Department for Environment, Food and Rural Affairs","North West (England)","20","15","22910","21300"
"In post","2022","65+","Grants Management","Department for Environment, Food and Rural Affairs","South East (England)","5","5","[c]","[c]"
"In post","2022","65+","Grants Management","Department for Environment, Food and Rural Affairs","South West (England)","10","10","25560","25190"
"In post","2022","65+","Grants Management","Department for Environment, Food and Rural Affairs","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","65+","Grants Management","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","65+","Human Resources","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Work and Pensions","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Work and Pensions","North West (England)","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Department for Work and Pensions","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","Department of Health and Social Care","London","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","HM Revenue and Customs","North East (England)","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","HM Revenue and Customs","North West (England)","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","HM Revenue and Customs","Scotland","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","HM Revenue and Customs","South East (England)","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Ministry of Defence","North West (England)","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","Ministry of Defence","Scotland","10","10","24440","21830"
"In post","2022","65+","Human Resources","Ministry of Defence","South East (England)","10","10","30150","24860"
"In post","2022","65+","Human Resources","Ministry of Defence","South West (England)","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
