"Status","Year","Age","Disability","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","16-19","Declared non-disabled","AO","345","[c]","22000","21260"
"New entrant CS","2022","16-19","Declared non-disabled","EO","90","[c]","24710","25170"
"New entrant CS","2022","16-19","Declared non-disabled","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","AA","105","[c]","19900","20890"
"New entrant CS","2022","16-19","Unknown","AO","200","[c]","22370","21300"
"New entrant CS","2022","16-19","Unknown","EO","115","[c]","22360","23930"
"New entrant CS","2022","16-19","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","AA","85","[c]","20130","20890"
"New entrant CS","2022","20-29","Declared disabled","AO","670","[c]","22040","21260"
"New entrant CS","2022","20-29","Declared disabled","EO","510","[c]","26940","27500"
"New entrant CS","2022","20-29","Declared disabled","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","G7","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","HEO","335","[c]","32090","32560"
"New entrant CS","2022","20-29","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","SEO","55","[c]","38740","38240"
"New entrant CS","2022","20-29","Declared disabled","Unknown","155","[c]","23940","23170"
"New entrant CS","2022","20-29","Declared non-disabled","AA","800","[c]","20320","20890"
"New entrant CS","2022","20-29","Declared non-disabled","AO","5570","[c]","22300","21260"
"New entrant CS","2022","20-29","Declared non-disabled","EO","3960","[c]","26980","27230"
"New entrant CS","2022","20-29","Declared non-disabled","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared non-disabled","G7","255","[c]","53150","52880"
"New entrant CS","2022","20-29","Declared non-disabled","HEO","2580","[c]","32220","32560"
"New entrant CS","2022","20-29","Declared non-disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared non-disabled","SEO","620","[c]","39430","39630"
"New entrant CS","2022","20-29","Declared non-disabled","Unknown","1085","[c]","23900","23170"
"New entrant CS","2022","20-29","Undeclared","AA","30","[c]","20300","20890"
"New entrant CS","2022","20-29","Undeclared","AO","210","[c]","22150","21260"
"New entrant CS","2022","20-29","Undeclared","EO","190","[c]","26890","27230"
"New entrant CS","2022","20-29","Undeclared","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","HEO","155","[c]","32130","32350"
"New entrant CS","2022","20-29","Undeclared","SEO","40","[c]","39890","39810"
"New entrant CS","2022","20-29","Undeclared","Unknown","40","[c]","24420","23170"
"New entrant CS","2022","20-29","Unknown","AA","710","[c]","20830","20890"
"New entrant CS","2022","20-29","Unknown","AO","3570","[c]","22420","21300"
"New entrant CS","2022","20-29","Unknown","EO","2785","[c]","26710","26590"
"New entrant CS","2022","20-29","Unknown","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","G7","170","[c]","53820","53360"
"New entrant CS","2022","20-29","Unknown","HEO","2015","[c]","31300","31540"
"New entrant CS","2022","20-29","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","SEO","435","[c]","40230","40180"
"New entrant CS","2022","20-29","Unknown","Unknown","860","[c]","23720","23170"
"New entrant CS","2022","30-39","Declared disabled","AA","40","[c]","20520","20920"
"New entrant CS","2022","30-39","Declared disabled","AO","280","[c]","21880","21260"
"New entrant CS","2022","30-39","Declared disabled","EO","260","[c]","27220","27570"
"New entrant CS","2022","30-39","Declared disabled","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","G7","60","[c]","52290","52080"
"New entrant CS","2022","30-39","Declared disabled","HEO","170","[c]","32730","32970"
"New entrant CS","2022","30-39","Declared disabled","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared disabled","SEO","110","[c]","39680","39660"
"New entrant CS","2022","30-39","Declared disabled","Unknown","180","[c]","26030","24800"
"New entrant CS","2022","30-39","Declared non-disabled","AA","320","[c]","20880","20890"
"New entrant CS","2022","30-39","Declared non-disabled","AO","2565","[c]","22470","21260"
"New entrant CS","2022","30-39","Declared non-disabled","EO","2165","[c]","27280","27570"
"New entrant CS","2022","30-39","Declared non-disabled","G6","125","[c]","66990","65280"
"New entrant CS","2022","30-39","Declared non-disabled","G7","785","[c]","52590","52080"
"New entrant CS","2022","30-39","Declared non-disabled","HEO","1390","[c]","32520","32740"
"New entrant CS","2022","30-39","Declared non-disabled","SCS level","40","[c]","85810","84560"
"New entrant CS","2022","30-39","Declared non-disabled","SEO","1000","[c]","40140","39830"
"New entrant CS","2022","30-39","Declared non-disabled","Unknown","875","[c]","28030","24800"
"New entrant CS","2022","30-39","Undeclared","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","AO","110","[c]","21960","21260"
"New entrant CS","2022","30-39","Undeclared","EO","115","[c]","26930","27570"
"New entrant CS","2022","30-39","Undeclared","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","G7","40","[c]","52980","52290"
"New entrant CS","2022","30-39","Undeclared","HEO","75","[c]","32370","32320"
"New entrant CS","2022","30-39","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","SEO","60","[c]","40090","40050"
"New entrant CS","2022","30-39","Undeclared","Unknown","55","[c]","27420","25890"
"New entrant CS","2022","30-39","Unknown","AA","325","[c]","21190","20890"
"New entrant CS","2022","30-39","Unknown","AO","1575","[c]","22610","21260"
"New entrant CS","2022","30-39","Unknown","EO","1365","[c]","27080","26820"
"New entrant CS","2022","30-39","Unknown","G6","120","[c]","68580","66210"
"New entrant CS","2022","30-39","Unknown","G7","465","[c]","55400","53420"
"New entrant CS","2022","30-39","Unknown","HEO","845","[c]","32710","32830"
"New entrant CS","2022","30-39","Unknown","SCS level","35","[c]","84860","80000"
"New entrant CS","2022","30-39","Unknown","SEO","655","[c]","39990","40000"
"New entrant CS","2022","30-39","Unknown","Unknown","840","[c]","26520","24800"
"New entrant CS","2022","40-49","Declared disabled","AA","35","[c]","21370","20890"
"New entrant CS","2022","40-49","Declared disabled","AO","195","[c]","21910","21260"
"New entrant CS","2022","40-49","Declared disabled","EO","185","[c]","27820","27570"
"New entrant CS","2022","40-49","Declared disabled","G6","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","G7","65","[c]","52950","52290"
"New entrant CS","2022","40-49","Declared disabled","HEO","105","[c]","32670","32330"
"New entrant CS","2022","40-49","Declared disabled","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","SEO","85","[c]","39850","39600"
"New entrant CS","2022","40-49","Declared disabled","Unknown","260","[c]","31350","28610"
"New entrant CS","2022","40-49","Declared non-disabled","AA","235","[c]","21010","20890"
"New entrant CS","2022","40-49","Declared non-disabled","AO","1550","[c]","22250","21260"
"New entrant CS","2022","40-49","Declared non-disabled","EO","1330","[c]","27200","27570"
"New entrant CS","2022","40-49","Declared non-disabled","G6","165","[c]","67310","65440"
"New entrant CS","2022","40-49","Declared non-disabled","G7","610","[c]","53890","52460"
"New entrant CS","2022","40-49","Declared non-disabled","HEO","735","[c]","32480","32590"
"New entrant CS","2022","40-49","Declared non-disabled","SCS level","75","[c]","89730","86960"
"New entrant CS","2022","40-49","Declared non-disabled","SEO","690","[c]","40900","40000"
"New entrant CS","2022","40-49","Declared non-disabled","Unknown","875","[c]","32590","28540"
"New entrant CS","2022","40-49","Undeclared","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","AO","75","[c]","22050","21260"
"New entrant CS","2022","40-49","Undeclared","EO","65","[c]","27690","27570"
"New entrant CS","2022","40-49","Undeclared","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","G7","35","[c]","52760","52120"
"New entrant CS","2022","40-49","Undeclared","HEO","40","[c]","32030","31990"
"New entrant CS","2022","40-49","Undeclared","SEO","40","[c]","40900","39660"
"New entrant CS","2022","40-49","Undeclared","Unknown","60","[c]","33500","29450"
"New entrant CS","2022","40-49","Unknown","AA","225","[c]","20980","20890"
"New entrant CS","2022","40-49","Unknown","AO","825","[c]","22470","21260"
"New entrant CS","2022","40-49","Unknown","EO","745","[c]","27130","26820"
"New entrant CS","2022","40-49","Unknown","G6","145","[c]","69650","65960"
"New entrant CS","2022","40-49","Unknown","G7","375","[c]","55250","53360"
"New entrant CS","2022","40-49","Unknown","HEO","440","[c]","32880","32790"
"New entrant CS","2022","40-49","Unknown","SCS level","75","[c]","102600","93110"
"New entrant CS","2022","40-49","Unknown","SEO","360","[c]","40570","40070"
"New entrant CS","2022","40-49","Unknown","Unknown","705","[c]","30060","28200"
"New entrant CS","2022","50-59","Declared disabled","AA","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","AO","175","[c]","21590","21260"
"New entrant CS","2022","50-59","Declared disabled","EO","195","[c]","27570","27570"
"New entrant CS","2022","50-59","Declared disabled","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","G7","50","[c]","53430","51750"
"New entrant CS","2022","50-59","Declared disabled","HEO","55","[c]","32160","32010"
"New entrant CS","2022","50-59","Declared disabled","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","SEO","40","[c]","39810","39580"
"New entrant CS","2022","50-59","Declared disabled","Unknown","385","[c]","30890","28200"
"New entrant CS","2022","50-59","Declared non-disabled","AA","255","[c]","20940","20890"
"New entrant CS","2022","50-59","Declared non-disabled","AO","1210","[c]","21960","21260"
"New entrant CS","2022","50-59","Declared non-disabled","EO","950","[c]","27400","27570"
"New entrant CS","2022","50-59","Declared non-disabled","G6","95","[c]","68290","65310"
"New entrant CS","2022","50-59","Declared non-disabled","G7","375","[c]","54480","52290"
"New entrant CS","2022","50-59","Declared non-disabled","HEO","455","[c]","32560","32350"
"New entrant CS","2022","50-59","Declared non-disabled","SCS level","45","[c]","109540","102500"
"New entrant CS","2022","50-59","Declared non-disabled","SEO","455","[c]","41410","40070"
"New entrant CS","2022","50-59","Declared non-disabled","Unknown","915","[c]","31600","28200"
"New entrant CS","2022","50-59","Undeclared","AA","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","AO","70","[c]","21650","21260"
"New entrant CS","2022","50-59","Undeclared","EO","55","[c]","28040","27570"
"New entrant CS","2022","50-59","Undeclared","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Unknown","90","[c]","30600","28510"
"New entrant CS","2022","50-59","Unknown","AA","240","[c]","20780","20890"
"New entrant CS","2022","50-59","Unknown","AO","650","[c]","22110","21260"
"New entrant CS","2022","50-59","Unknown","EO","785","[c]","28730","27270"
"New entrant CS","2022","50-59","Unknown","G6","100","[c]","70330","66230"
"New entrant CS","2022","50-59","Unknown","G7","225","[c]","56450","53810"
"New entrant CS","2022","50-59","Unknown","HEO","255","[c]","33490","33000"
"New entrant CS","2022","50-59","Unknown","SCS level","50","[c]","108700","104580"
"New entrant CS","2022","50-59","Unknown","SEO","245","[c]","40920","40000"
"New entrant CS","2022","50-59","Unknown","Unknown","745","[c]","30260","28200"
"New entrant CS","2022","60-64","Declared disabled","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","AO","60","[c]","21490","21260"
"New entrant CS","2022","60-64","Declared disabled","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared disabled","Unknown","145","[c]","30780","28300"
"New entrant CS","2022","60-64","Declared non-disabled","AA","70","[c]","20970","20890"
"New entrant CS","2022","60-64","Declared non-disabled","AO","240","[c]","21540","21260"
"New entrant CS","2022","60-64","Declared non-disabled","EO","130","[c]","27170","27570"
"New entrant CS","2022","60-64","Declared non-disabled","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","G7","55","[c]","53730","52830"
"New entrant CS","2022","60-64","Declared non-disabled","HEO","65","[c]","32350","32410"
"New entrant CS","2022","60-64","Declared non-disabled","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","SEO","60","[c]","40500","40000"
"New entrant CS","2022","60-64","Declared non-disabled","Unknown","315","[c]","29930","28200"
"New entrant CS","2022","60-64","Undeclared","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","Unknown","30","[c]","31000","28760"
"New entrant CS","2022","60-64","Unknown","AA","65","[c]","19940","19200"
"New entrant CS","2022","60-64","Unknown","AO","120","[c]","21570","21250"
"New entrant CS","2022","60-64","Unknown","EO","120","[c]","29340","27570"
"New entrant CS","2022","60-64","Unknown","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","G7","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","HEO","50","[c]","33150","33000"
"New entrant CS","2022","60-64","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","SEO","40","[c]","41230","40550"
"New entrant CS","2022","60-64","Unknown","Unknown","285","[c]","30220","28200"
"New entrant CS","2022","65+","Declared disabled","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared disabled","Unknown","60","[c]","34610","29640"
"New entrant CS","2022","65+","Declared non-disabled","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","AO","50","[c]","21410","21260"
"New entrant CS","2022","65+","Declared non-disabled","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Unknown","125","[c]","30200","28200"
"New entrant CS","2022","65+","Undeclared","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","EO","35","[c]","28470","26130"
"New entrant CS","2022","65+","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Unknown","120","[c]","30150","28300"
"New entrant CS","2022","Unknown","Declared disabled","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
