"Status","Year","Age","Disability","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","Declared non-disabled","Knowledge and Information Management","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Legal","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Legal","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Medicine","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Medicine","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Operational Delivery","Female","980","[c]","25510","23720"
"Leaver CS","2022","65+","Declared non-disabled","Operational Delivery","Male","665","[c]","28210","26780"
"Leaver CS","2022","65+","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Other","Female","120","[c]","23950","21380"
"Leaver CS","2022","65+","Declared non-disabled","Other","Male","190","[c]","28150","25340"
"Leaver CS","2022","65+","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Policy","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Policy","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Project Delivery","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Project Delivery","Male","30","[c]","46160","43380"
"Leaver CS","2022","65+","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Property","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Property","Male","40","[c]","41330","36460"
"Leaver CS","2022","65+","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Science and Engineering","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Science and Engineering","Male","80","[c]","40030","37970"
"Leaver CS","2022","65+","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Security","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Security","Male","45","[c]","27570","25000"
"Leaver CS","2022","65+","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Tax","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Unknown","Female","245","[c]","35540","30040"
"Leaver CS","2022","65+","Declared non-disabled","Unknown","Male","230","[c]","42860","36130"
"Leaver CS","2022","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Operational Delivery","Female","75","[c]","22860","21260"
"Leaver CS","2022","65+","Undeclared","Operational Delivery","Male","110","[c]","26750","23720"
"Leaver CS","2022","65+","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Other","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Other","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Property","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Science and Engineering","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Security","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Commercial","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Knowledge and Information Management","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Medicine","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Medicine","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Operational Delivery","Female","80","[c]","28540","22580"
"Leaver CS","2022","65+","Unknown","Operational Delivery","Male","130","[c]","28480","26900"
"Leaver CS","2022","65+","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Other","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Other","Male","50","[c]","38850","32980"
"Leaver CS","2022","65+","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Property","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Science and Engineering","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Science and Engineering","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Security","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Female","120","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Male","105","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Commercial","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Communications","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
