"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Security","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Security","AA/AO","510","[c]","28730","25540"
"Leaver CS","2022","Security","Security","EO","75","[c]","36130","43290"
"Leaver CS","2022","Security","Security","G6/G7","10","[c]","73140","61220"
"Leaver CS","2022","Security","Security","SEO/HEO","65","[c]","42680","37870"
"Leaver CS","2022","Security","Security","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AA/AO","15","[c]","21060","21150"
"Leaver CS","2022","Security","Unknown","EO","20","[c]","26380","26670"
"Leaver CS","2022","Security","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","SEO/HEO","30","[c]","35380","33300"
"Leaver CS","2022","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SEO/HEO","15","[c]","40300","41980"
"Leaver CS","2022","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","G6/G7","50","[c]","63180","61880"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SEO/HEO","65","[c]","39640","40450"
"Leaver CS","2022","Unknown","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","AA/AO","15","[c]","21710","21380"
"Leaver CS","2022","Unknown","Finance","EO","55","[c]","25680","26670"
"Leaver CS","2022","Unknown","Finance","G6/G7","15","[c]","58090","56090"
"Leaver CS","2022","Unknown","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SEO/HEO","85","[c]","36450","33630"
"Leaver CS","2022","Unknown","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","EO","10","[c]","27830","28020"
"Leaver CS","2022","Unknown","Human Resources","G6/G7","10","[c]","58680","57460"
"Leaver CS","2022","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO/HEO","15","[c]","35510","35050"
"Leaver CS","2022","Unknown","Intelligence Analysis","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","EO","50","[c]","27220","27370"
"Leaver CS","2022","Unknown","Intelligence Analysis","SEO/HEO","15","[c]","34480","35130"
"Leaver CS","2022","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AA/AO","50","[c]","22830","23280"
"Leaver CS","2022","Unknown","Medicine","EO","65","[c]","31210","31530"
"Leaver CS","2022","Unknown","Medicine","G6/G7","45","[c]","76810","78480"
"Leaver CS","2022","Unknown","Medicine","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SEO/HEO","110","[c]","39190","39030"
"Leaver CS","2022","Unknown","Operational Delivery","AA/AO","520","[c]","21980","21680"
"Leaver CS","2022","Unknown","Operational Delivery","EO","720","[c]","27410","26210"
"Leaver CS","2022","Unknown","Operational Delivery","G6/G7","40","[c]","60330","60830"
"Leaver CS","2022","Unknown","Operational Delivery","SCS level","10","[c]","102940","99650"
"Leaver CS","2022","Unknown","Operational Delivery","SEO/HEO","200","[c]","36620","35600"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","AA/AO","835","[c]","20950","21130"
"Leaver CS","2022","Unknown","Other","EO","275","[c]","28270","28210"
"Leaver CS","2022","Unknown","Other","G6/G7","40","[c]","60250","60440"
"Leaver CS","2022","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SEO/HEO","235","[c]","38940","37410"
"Leaver CS","2022","Unknown","Other","Unknown","250","[c]","36830","33570"
"Leaver CS","2022","Unknown","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AA/AO","15","[c]","21990","21830"
"Leaver CS","2022","Unknown","Policy","EO","45","[c]","28820","28670"
"Leaver CS","2022","Unknown","Policy","G6/G7","70","[c]","62810","61440"
"Leaver CS","2022","Unknown","Policy","SCS level","20","[c]","95640","87740"
"Leaver CS","2022","Unknown","Policy","SEO/HEO","120","[c]","38980","38160"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","25","[c]","63890","60670"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","40","[c]","38030","37460"
"Leaver CS","2022","Unknown","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","70","[c]","21780","22200"
"Leaver CS","2022","Unknown","Science and Engineering","EO","45","[c]","27040","26510"
"Leaver CS","2022","Unknown","Science and Engineering","G6/G7","25","[c]","63120","63490"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO/HEO","70","[c]","39310","39240"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","3480","[c]","22260","21260"
"Leaver CS","2022","Unknown","Unknown","EO","1585","[c]","28140","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","490","[c]","64710","62170"
"Leaver CS","2022","Unknown","Unknown","SCS level","80","[c]","92060","83230"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","1185","[c]","39080","37640"
"Leaver CS","2022","Unknown","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","SEO/HEO","15","[c]","38640","36980"
"Leaver Dept.","2022","Analysis","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","G6/G7","40","[c]","56290","54430"
"Leaver Dept.","2022","Analysis","Economics","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","SEO/HEO","75","[c]","33220","33210"
"Leaver Dept.","2022","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","SEO/HEO","10","[c]","34130","31840"
"Leaver Dept.","2022","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","SEO/HEO","15","[c]","33130","29640"
"Leaver Dept.","2022","Analysis","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","SEO/HEO","30","[c]","39490","38580"
"Leaver Dept.","2022","Analysis","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","SEO/HEO","35","[c]","35580","34360"
"Leaver Dept.","2022","Analysis","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","G6/G7","25","[c]","57070","53210"
"Leaver Dept.","2022","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","SEO/HEO","70","[c]","37020","36700"
"Leaver Dept.","2022","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G6/G7","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","EO","35","[c]","26580","26670"
"Leaver Dept.","2022","Commercial","Commercial","G6/G7","90","[c]","57450","54280"
"Leaver Dept.","2022","Commercial","Commercial","SCS level","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","SEO/HEO","230","[c]","37810","38580"
"Leaver Dept.","2022","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6/G7","25","[c]","60620","55600"
"Leaver Dept.","2022","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO/HEO","10","[c]","36320","35280"
"Leaver Dept.","2022","Communications","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","AA/AO","15","[c]","22070","22190"
"Leaver Dept.","2022","Communications","Communications","EO","55","[c]","27750","27800"
"Leaver Dept.","2022","Communications","Communications","G6/G7","115","[c]","59750","57410"
"Leaver Dept.","2022","Communications","Communications","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","SEO/HEO","170","[c]","36360","36240"
"Leaver Dept.","2022","Communications","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SEO/HEO","10","[c]","41670","40840"
"Leaver Dept.","2022","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6/G7","20","[c]","59930","57070"
"Leaver Dept.","2022","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SEO/HEO","35","[c]","37640","37300"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","AA/AO","15","[c]","22170","21260"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","EO","55","[c]","27840","27570"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","SEO/HEO","40","[c]","35880","33100"
"Leaver Dept.","2022","Counter Fraud","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other","AA/AO","45","[c]","21180","21260"
"Leaver Dept.","2022","Debt","Other","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","AA/AO","15","[c]","21420","21170"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","EO","90","[c]","27600","27540"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","G6/G7","155","[c]","57730","55420"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","SCS level","15","[c]","98210","93730"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","405","[c]","36890","36690"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","SEO/HEO","15","[c]","33560","33120"
"Leaver Dept.","2022","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G6/G7","30","[c]","58970","56560"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SEO/HEO","25","[c]","34300","34550"
"Leaver Dept.","2022","Finance","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Finance","AA/AO","25","[c]","21770","21260"
"Leaver Dept.","2022","Finance","Finance","EO","90","[c]","25930","26000"
"Leaver Dept.","2022","Finance","Finance","G6/G7","130","[c]","58200","56480"
"Leaver Dept.","2022","Finance","Finance","SCS level","20","[c]","86390","77060"
"Leaver Dept.","2022","Finance","Finance","SEO/HEO","275","[c]","36780","36010"
"Leaver Dept.","2022","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Operational Delivery","AA/AO","35","[c]","21120","21300"
"Leaver Dept.","2022","Grants Management","Operational Delivery","EO","15","[c]","25300","25150"
"Leaver Dept.","2022","Grants Management","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Operational Delivery","SEO/HEO","10","[c]","32740","30250"
"Leaver Dept.","2022","Human Resources","Human Resources","AA/AO","50","[c]","22010","21580"
"Leaver Dept.","2022","Human Resources","Human Resources","EO","125","[c]","27030","26880"
"Leaver Dept.","2022","Human Resources","Human Resources","G6/G7","125","[c]","57210","54760"
"Leaver Dept.","2022","Human Resources","Human Resources","SCS level","20","[c]","89370","85680"
"Leaver Dept.","2022","Human Resources","Human Resources","SEO/HEO","235","[c]","35020","33720"
"Leaver Dept.","2022","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","EO","45","[c]","27770","27570"
"Leaver Dept.","2022","Human Resources","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","AA/AO","15","[c]","21100","20800"
"Leaver Dept.","2022","Human Resources","Unknown","EO","25","[c]","26540","27500"
"Leaver Dept.","2022","Human Resources","Unknown","G6/G7","30","[c]","59590","59250"
"Leaver Dept.","2022","Human Resources","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","SEO/HEO","55","[c]","34830","34550"
"Leaver Dept.","2022","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","G6/G7","90","[c]","60280","59160"
"Leaver Dept.","2022","Legal","Legal","SCS level","10","[c]","85300","83040"
