"Status","Year","Age","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Undeclared","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Public Health England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Scottish Forestry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Scottish Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Social Security Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Standards and Testing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Health Security Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Health Security Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Statistics Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Veterinary Medicines Directorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Animal and Plant Health Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Cabinet Office (excl. agencies)","Unknown","60","[c]","79810","71480"
"Leaver CS","2022","50-59","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Charity Commission","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Companies House","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Crown Commercial Service","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Crown Prosecution Service","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Crown Prosecution Service","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Defence Equipment and Support","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Defence Equipment and Support","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Digital, Culture, Media and Sport","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for International Trade","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Transport (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","140","[c]","26650","27570"
"Leaver CS","2022","50-59","Unknown","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department of Health and Social Care (excl. agencies)","Undeclared","60","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Driver and Vehicle Licensing Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Driver and Vehicle Standards Agency","Unknown","45","[c]","27810","26130"
"Leaver CS","2022","50-59","Unknown","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Health and Safety Executive","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Courts and Tribunals Service","Unknown","45","[c]","21530","20970"
"Leaver CS","2022","50-59","Unknown","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Land Registry","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Prison and Probation Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Prison and Probation Service","Unknown","185","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","270","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Home Office","Unknown","40","[c]","31570","26600"
"Leaver CS","2022","50-59","Unknown","Institute for Apprenticeships and Technical Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Maritime and Coastguard Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Maritime and Coastguard Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Met Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","Heterosexual / straight","60","[c]","35600","35100"
"Leaver CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","Unknown","60","[c]","34690","28370"
"Leaver CS","2022","50-59","Unknown","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Ministry of Justice (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","National Crime Agency","Heterosexual / straight","35","[c]","44700","41960"
"Leaver CS","2022","50-59","Unknown","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","National Crime Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
