"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Finance","SEO/HEO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","AA/AO","Female","40","[c]","21810","22200"
"Leaver CS","2022","Unknown","Legal","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6/G7","Female","40","[c]","55860","55000"
"Leaver CS","2022","Unknown","Legal","G6/G7","Male","40","[c]","57100","55000"
"Leaver CS","2022","Unknown","Legal","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","AA/AO","Female","1225","[c]","21240","21260"
"Leaver CS","2022","Unknown","No function","AA/AO","Male","1220","[c]","21700","21260"
"Leaver CS","2022","Unknown","No function","EO","Female","510","[c]","27730","27570"
"Leaver CS","2022","Unknown","No function","EO","Male","495","[c]","28790","27570"
"Leaver CS","2022","Unknown","No function","G6/G7","Female","250","[c]","58610","54700"
"Leaver CS","2022","Unknown","No function","G6/G7","Male","195","[c]","58540","54520"
"Leaver CS","2022","Unknown","No function","SCS level","Female","55","[c]","103000","95710"
"Leaver CS","2022","Unknown","No function","SCS level","Male","60","[c]","97080","88020"
"Leaver CS","2022","Unknown","No function","SEO/HEO","Female","490","[c]","36340","36330"
"Leaver CS","2022","Unknown","No function","SEO/HEO","Male","425","[c]","37360","36700"
"Leaver CS","2022","Unknown","No function","Unknown","Female","430","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","Male","145","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","Male","60","[c]","37100","37800"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA/AO","Female","45","[c]","20780","21100"
"Leaver CS","2022","Unknown","Property","AA/AO","Male","55","[c]","21250","21100"
"Leaver CS","2022","Unknown","Property","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","Male","145","[c]","29450","25540"
"Leaver CS","2022","Unknown","Security","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","Female","935","[c]","21830","21260"
"Leaver CS","2022","Unknown","Unknown","AA/AO","Male","730","[c]","22170","21260"
"Leaver CS","2022","Unknown","Unknown","EO","Female","430","[c]","27490","27570"
"Leaver CS","2022","Unknown","Unknown","EO","Male","415","[c]","27590","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","Female","70","[c]","63070","61050"
"Leaver CS","2022","Unknown","Unknown","G6/G7","Male","125","[c]","62720","60740"
"Leaver CS","2022","Unknown","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","Female","250","[c]","38100","37880"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","Male","310","[c]","39270","38050"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","80","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","260","[c]","36580","33570"
"Leaver Dept.","2022","Declared disabled","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","AA/AO","Female","105","[c]","21370","21260"
"Leaver Dept.","2022","Declared disabled","No function","AA/AO","Male","75","[c]","20930","20970"
"Leaver Dept.","2022","Declared disabled","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","EO","Female","220","[c]","27510","27570"
"Leaver Dept.","2022","Declared disabled","No function","EO","Male","140","[c]","27460","27570"
"Leaver Dept.","2022","Declared disabled","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","G6/G7","Female","110","[c]","55960","53680"
"Leaver Dept.","2022","Declared disabled","No function","G6/G7","Male","55","[c]","58620","54770"
"Leaver Dept.","2022","Declared disabled","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","SEO/HEO","Female","270","[c]","35210","34260"
"Leaver Dept.","2022","Declared disabled","No function","SEO/HEO","Male","145","[c]","34750","34530"
"Leaver Dept.","2022","Declared disabled","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
