"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","EO","55","[c]","24790","26640"
"Leaver CS","2022","Unknown","Human Resources","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","EO","40","[c]","26520","26170"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G7","70","[c]","54350","55000"
"Leaver CS","2022","Unknown","Legal","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SCS level","40","[c]","102030","107720"
"Leaver CS","2022","Unknown","Medicine","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","AA","515","[c]","19190","19060"
"Leaver CS","2022","Unknown","Operational Delivery","AO","2000","[c]","21910","21490"
"Leaver CS","2022","Unknown","Operational Delivery","EO","840","[c]","28720","27570"
"Leaver CS","2022","Unknown","Operational Delivery","G6","65","[c]","69890","66230"
"Leaver CS","2022","Unknown","Operational Delivery","G7","160","[c]","53830","53360"
"Leaver CS","2022","Unknown","Operational Delivery","HEO","265","[c]","34310","32790"
"Leaver CS","2022","Unknown","Operational Delivery","SCS level","40","[c]","101910","88940"
"Leaver CS","2022","Unknown","Operational Delivery","SEO","190","[c]","41080","40470"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","450","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","AA","65","[c]","20700","19810"
"Leaver CS","2022","Unknown","Other","AO","110","[c]","22460","21260"
"Leaver CS","2022","Unknown","Other","EO","165","[c]","25430","26800"
"Leaver CS","2022","Unknown","Other","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","HEO","80","[c]","36890","36960"
"Leaver CS","2022","Unknown","Other","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SEO","35","[c]","44290","44290"
"Leaver CS","2022","Unknown","Other","Unknown","245","[c]","36040","33270"
"Leaver CS","2022","Unknown","Planning","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","EO","85","[c]","27170","28500"
"Leaver CS","2022","Unknown","Policy","G6","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","G7","100","[c]","54180","53360"
"Leaver CS","2022","Unknown","Policy","HEO","160","[c]","33530","33570"
"Leaver CS","2022","Unknown","Policy","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SEO","90","[c]","39270","39570"
"Leaver CS","2022","Unknown","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO","35","[c]","40930","40790"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA","35","[c]","18370","18760"
"Leaver CS","2022","Unknown","Property","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","40","[c]","24130","25050"
"Leaver CS","2022","Unknown","Science and Engineering","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","HEO","45","[c]","32720","33000"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO","45","[c]","41990","40560"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA","55","[c]","22040","21030"
"Leaver CS","2022","Unknown","Security","AO","100","[c]","33410","39070"
"Leaver CS","2022","Unknown","Security","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA","125","[c]","22450","21050"
"Leaver CS","2022","Unknown","Unknown","AO","1365","[c]","21850","21260"
"Leaver CS","2022","Unknown","Unknown","EO","660","[c]","27740","27570"
"Leaver CS","2022","Unknown","Unknown","G6","100","[c]","76630","75340"
"Leaver CS","2022","Unknown","Unknown","G7","195","[c]","59690","57300"
"Leaver CS","2022","Unknown","Unknown","HEO","350","[c]","32490","32000"
"Leaver CS","2022","Unknown","Unknown","SCS level","50","[c]","114950","107330"
"Leaver CS","2022","Unknown","Unknown","SEO","170","[c]","42770","42470"
"Leaver CS","2022","Unknown","Unknown","Unknown","220","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Medicine","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","AO","155","[c]","21390","21260"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","EO","300","[c]","27340","27570"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","G7","40","[c]","53450","52610"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","HEO","125","[c]","32060","31990"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","SEO","60","[c]","39730","40070"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","EO","40","[c]","26420","27570"
"Leaver Dept.","2022","Declared disabled","Other","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Policy","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Policy","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Policy","G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Policy","HEO","55","[c]","33010","33570"
"Leaver Dept.","2022","Declared disabled","Policy","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Policy","SEO","40","[c]","40240","40050"
"Leaver Dept.","2022","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","HEO","[c]","[c]","[c]","[c]"
