"Status","Year","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Serious Fraud Office","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Commercial","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Project Delivery","Heterosexual / straight","35","[c]","42520","40000"
"Leaver CS","2022","Submarine Delivery Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Science and Engineering","Heterosexual / straight","45","[c]","37240","37970"
"Leaver CS","2022","Submarine Delivery Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Operational Delivery","Heterosexual / straight","35","[c]","30960","24540"
"Leaver CS","2022","The Insolvency Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Operational Delivery","Unknown","40","[c]","26280","21130"
"Leaver CS","2022","The Insolvency Service","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Operational Delivery","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Operational Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Human Resources","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Medicine","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Operational Delivery","Heterosexual / straight","260","[c]","34530","30460"
"Leaver CS","2022","UK Health Security Agency","Operational Delivery","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Operational Delivery","Undeclared","50","[c]","30370","25010"
"Leaver CS","2022","UK Health Security Agency","Operational Delivery","Unknown","185","[c]","49870","40650"
"Leaver CS","2022","UK Health Security Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Science and Engineering","Heterosexual / straight","125","[c]","35630","32330"
"Leaver CS","2022","UK Health Security Agency","Science and Engineering","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Science and Engineering","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Science and Engineering","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Geography","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Geography","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Geography","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Policy","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data and Technology","Heterosexual / straight","40","[c]","34860","30710"
"Leaver CS","2022","UK Statistics Authority","Digital, Data and Technology","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data and Technology","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data and Technology","Unknown","35","[c]","34810","33870"
"Leaver CS","2022","UK Statistics Authority","Economics","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Economics","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Operational Delivery","Heterosexual / straight","210","[c]","23930","20100"
"Leaver CS","2022","UK Statistics Authority","Operational Delivery","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Operational Delivery","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Operational Delivery","Unknown","80","[c]","23500","19860"
"Leaver CS","2022","UK Statistics Authority","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Social Research","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Social Research","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Statistics","LGBO","5","[c]","[c]","[c]"
