"Status","Year","Age","Disability","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Unknown","Unknown","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","AA/AO","Female","210","[c]","21280","21260"
"Leaver CS","2022","50-59","Declared disabled","AA/AO","Male","135","[c]","21810","21260"
"Leaver CS","2022","50-59","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","EO","Female","165","[c]","27790","27570"
"Leaver CS","2022","50-59","Declared disabled","EO","Male","110","[c]","28370","27570"
"Leaver CS","2022","50-59","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","G6/G7","Female","40","[c]","60810","56970"
"Leaver CS","2022","50-59","Declared disabled","G6/G7","Male","45","[c]","62900","61640"
"Leaver CS","2022","50-59","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","SEO/HEO","Female","115","[c]","36820","35850"
"Leaver CS","2022","50-59","Declared disabled","SEO/HEO","Male","105","[c]","38740","38550"
"Leaver CS","2022","50-59","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","AA/AO","Female","950","[c]","21330","21260"
"Leaver CS","2022","50-59","Declared non-disabled","AA/AO","Male","630","[c]","22710","21260"
"Leaver CS","2022","50-59","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","EO","Female","800","[c]","27640","27570"
"Leaver CS","2022","50-59","Declared non-disabled","EO","Male","580","[c]","28370","27570"
"Leaver CS","2022","50-59","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","G6/G7","Female","365","[c]","59750","57990"
"Leaver CS","2022","50-59","Declared non-disabled","G6/G7","Male","325","[c]","61580","59990"
"Leaver CS","2022","50-59","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","SCS level","Female","80","[c]","94250","93000"
"Leaver CS","2022","50-59","Declared non-disabled","SCS level","Male","75","[c]","95590","94220"
"Leaver CS","2022","50-59","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","SEO/HEO","Female","505","[c]","38140","37410"
"Leaver CS","2022","50-59","Declared non-disabled","SEO/HEO","Male","495","[c]","38660","38160"
"Leaver CS","2022","50-59","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Unknown","Female","105","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Unknown","Male","65","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","AA/AO","Female","105","[c]","21400","21060"
"Leaver CS","2022","50-59","Undeclared","AA/AO","Male","120","[c]","25260","21260"
"Leaver CS","2022","50-59","Undeclared","EO","Female","55","[c]","28020","27570"
"Leaver CS","2022","50-59","Undeclared","EO","Male","60","[c]","29340","27570"
"Leaver CS","2022","50-59","Undeclared","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","SEO/HEO","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","SEO/HEO","Male","65","[c]","39480","37770"
"Leaver CS","2022","50-59","Undeclared","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","AA/AO","Female","310","[c]","21750","21260"
"Leaver CS","2022","50-59","Unknown","AA/AO","Male","285","[c]","24710","21680"
"Leaver CS","2022","50-59","Unknown","EO","Female","155","[c]","28140","27570"
"Leaver CS","2022","50-59","Unknown","EO","Male","185","[c]","29700","27570"
"Leaver CS","2022","50-59","Unknown","G6/G7","Female","130","[c]","61690","57290"
"Leaver CS","2022","50-59","Unknown","G6/G7","Male","130","[c]","63460","61530"
"Leaver CS","2022","50-59","Unknown","SCS level","Female","35","[c]","117700","108080"
"Leaver CS","2022","50-59","Unknown","SCS level","Male","40","[c]","106850","107760"
"Leaver CS","2022","50-59","Unknown","SEO/HEO","Female","140","[c]","39540","39690"
"Leaver CS","2022","50-59","Unknown","SEO/HEO","Male","180","[c]","38770","39020"
"Leaver CS","2022","50-59","Unknown","Unknown","Female","70","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","Male","60","[c]","40190","34920"
"Leaver CS","2022","60-64","Declared disabled","AA/AO","Female","165","[c]","21590","21260"
"Leaver CS","2022","60-64","Declared disabled","AA/AO","Male","120","[c]","21870","21260"
"Leaver CS","2022","60-64","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","EO","Female","135","[c]","27810","27570"
"Leaver CS","2022","60-64","Declared disabled","EO","Male","100","[c]","28590","27570"
"Leaver CS","2022","60-64","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","G6/G7","Female","40","[c]","59610","57220"
"Leaver CS","2022","60-64","Declared disabled","G6/G7","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","SEO/HEO","Female","90","[c]","38450","36910"
"Leaver CS","2022","60-64","Declared disabled","SEO/HEO","Male","90","[c]","39530","37790"
"Leaver CS","2022","60-64","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","AA/AO","Female","735","[c]","21330","21260"
"Leaver CS","2022","60-64","Declared non-disabled","AA/AO","Male","435","[c]","23320","21260"
"Leaver CS","2022","60-64","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","EO","Female","625","[c]","27690","27570"
"Leaver CS","2022","60-64","Declared non-disabled","EO","Male","420","[c]","28890","27570"
"Leaver CS","2022","60-64","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","G6/G7","Female","210","[c]","61470","60380"
"Leaver CS","2022","60-64","Declared non-disabled","G6/G7","Male","315","[c]","63850","61750"
"Leaver CS","2022","60-64","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","SCS level","Female","40","[c]","99480","97740"
"Leaver CS","2022","60-64","Declared non-disabled","SCS level","Male","75","[c]","106650","100610"
"Leaver CS","2022","60-64","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","SEO/HEO","Female","455","[c]","37640","36200"
"Leaver CS","2022","60-64","Declared non-disabled","SEO/HEO","Male","560","[c]","40060","39430"
"Leaver CS","2022","60-64","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","Female","85","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","AA/AO","Female","75","[c]","21000","21380"
"Leaver CS","2022","60-64","Undeclared","AA/AO","Male","100","[c]","22840","20970"
"Leaver CS","2022","60-64","Undeclared","EO","Female","40","[c]","27830","27370"
"Leaver CS","2022","60-64","Undeclared","EO","Male","60","[c]","29070","27570"
"Leaver CS","2022","60-64","Undeclared","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","SEO/HEO","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","SEO/HEO","Male","70","[c]","39450","39910"
"Leaver CS","2022","60-64","Undeclared","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","AA/AO","Female","185","[c]","21260","21130"
"Leaver CS","2022","60-64","Unknown","AA/AO","Male","155","[c]","24250","21030"
"Leaver CS","2022","60-64","Unknown","EO","Female","80","[c]","28410","27570"
"Leaver CS","2022","60-64","Unknown","EO","Male","110","[c]","31530","31000"
"Leaver CS","2022","60-64","Unknown","G6/G7","Female","45","[c]","62770","59220"
"Leaver CS","2022","60-64","Unknown","G6/G7","Male","65","[c]","63150","62130"
"Leaver CS","2022","60-64","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SEO/HEO","Female","70","[c]","40480","39780"
"Leaver CS","2022","60-64","Unknown","SEO/HEO","Male","140","[c]","41030","40290"
"Leaver CS","2022","60-64","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","Male","75","[c]","44320","38670"
"Leaver CS","2022","65+","Declared disabled","AA/AO","Female","195","[c]","21320","21260"
"Leaver CS","2022","65+","Declared disabled","AA/AO","Male","155","[c]","21320","21010"
"Leaver CS","2022","65+","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","EO","Female","125","[c]","27560","27570"
"Leaver CS","2022","65+","Declared disabled","EO","Male","105","[c]","27540","27570"
"Leaver CS","2022","65+","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","SEO/HEO","Female","50","[c]","36440","34620"
"Leaver CS","2022","65+","Declared disabled","SEO/HEO","Male","55","[c]","40360","39250"
"Leaver CS","2022","65+","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","AA/AO","Female","800","[c]","21230","21260"
"Leaver CS","2022","65+","Declared non-disabled","AA/AO","Male","545","[c]","21700","21260"
"Leaver CS","2022","65+","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","EO","Female","465","[c]","27880","27570"
"Leaver CS","2022","65+","Declared non-disabled","EO","Male","380","[c]","28220","27570"
"Leaver CS","2022","65+","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","G6/G7","Female","60","[c]","62700","62170"
"Leaver CS","2022","65+","Declared non-disabled","G6/G7","Male","165","[c]","64150","62170"
"Leaver CS","2022","65+","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","SEO/HEO","Female","200","[c]","37550","36130"
"Leaver CS","2022","65+","Declared non-disabled","SEO/HEO","Male","355","[c]","38590","37120"
"Leaver CS","2022","65+","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Unknown","Female","75","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Unknown","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","AA/AO","Female","80","[c]","20400","20990"
"Leaver CS","2022","65+","Undeclared","AA/AO","Male","120","[c]","22250","21260"
"Leaver CS","2022","65+","Undeclared","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","EO","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SEO/HEO","Male","35","[c]","37250","36460"
"Leaver CS","2022","65+","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA/AO","Female","135","[c]","21550","21300"
"Leaver CS","2022","65+","Unknown","AA/AO","Male","155","[c]","22470","20970"
"Leaver CS","2022","65+","Unknown","EO","Female","50","[c]","27990","28680"
"Leaver CS","2022","65+","Unknown","EO","Male","80","[c]","30270","30420"
"Leaver CS","2022","65+","Unknown","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","G6/G7","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO/HEO","Male","70","[c]","42020","43440"
"Leaver CS","2022","65+","Unknown","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","AA/AO","Female","60","[c]","21660","21260"
"Leaver Dept.","2022","20-29","Declared disabled","AA/AO","Male","40","[c]","21510","21260"
"Leaver Dept.","2022","20-29","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","EO","Female","120","[c]","27470","27570"
"Leaver Dept.","2022","20-29","Declared disabled","EO","Male","55","[c]","27350","27570"
"Leaver Dept.","2022","20-29","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","SEO/HEO","Female","120","[c]","34180","33930"
"Leaver Dept.","2022","20-29","Declared disabled","SEO/HEO","Male","75","[c]","33170","32330"
"Leaver Dept.","2022","20-29","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","AA/AO","Female","560","[c]","21430","21260"
"Leaver Dept.","2022","20-29","Declared non-disabled","AA/AO","Male","350","[c]","21380","21260"
"Leaver Dept.","2022","20-29","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","EO","Female","860","[c]","26780","27350"
"Leaver Dept.","2022","20-29","Declared non-disabled","EO","Male","545","[c]","26920","27540"
"Leaver Dept.","2022","20-29","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","G6/G7","Female","145","[c]","54070","53400"
"Leaver Dept.","2022","20-29","Declared non-disabled","G6/G7","Male","110","[c]","54350","53600"
"Leaver Dept.","2022","20-29","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","SEO/HEO","Female","1030","[c]","34660","34000"
"Leaver Dept.","2022","20-29","Declared non-disabled","SEO/HEO","Male","615","[c]","34810","34550"
"Leaver Dept.","2022","20-29","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","EO","Female","40","[c]","27350","27570"
"Leaver Dept.","2022","20-29","Undeclared","EO","Male","35","[c]","27420","27570"
"Leaver Dept.","2022","20-29","Undeclared","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","SEO/HEO","Female","60","[c]","35910","35070"
"Leaver Dept.","2022","20-29","Undeclared","SEO/HEO","Male","50","[c]","34300","33440"
"Leaver Dept.","2022","20-29","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
