"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","SEO/HEO","Heterosexual / straight","45","[c]","35570","35310"
"Leaver Dept.","2022","Declared disabled","Asian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","AA/AO","Heterosexual / straight","135","[c]","21290","21260"
"Leaver Dept.","2022","Declared disabled","White","AA/AO","LGBO","30","[c]","21290","21260"
"Leaver Dept.","2022","Declared disabled","White","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","AA/AO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","EO","Heterosexual / straight","235","[c]","26880","27570"
"Leaver Dept.","2022","Declared disabled","White","EO","LGBO","65","[c]","26860","27570"
"Leaver Dept.","2022","Declared disabled","White","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","G6/G7","Heterosexual / straight","160","[c]","57770","56500"
"Leaver Dept.","2022","Declared disabled","White","G6/G7","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","SCS level","Heterosexual / straight","30","[c]","93190","89080"
"Leaver Dept.","2022","Declared disabled","White","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","SEO/HEO","Heterosexual / straight","365","[c]","35030","34020"
"Leaver Dept.","2022","Declared disabled","White","SEO/HEO","LGBO","85","[c]","35260","34600"
"Leaver Dept.","2022","Declared disabled","White","SEO/HEO","Undeclared","35","[c]","35640","35310"
"Leaver Dept.","2022","Declared disabled","White","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","AA/AO","Heterosexual / straight","265","[c]","21760","21260"
"Leaver Dept.","2022","Declared non-disabled","Asian","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","AA/AO","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","EO","Heterosexual / straight","555","[c]","27540","27570"
"Leaver Dept.","2022","Declared non-disabled","Asian","EO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","EO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","G6/G7","Heterosexual / straight","190","[c]","58890","54700"
"Leaver Dept.","2022","Declared non-disabled","Asian","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","SCS level","Heterosexual / straight","50","[c]","96790","97550"
"Leaver Dept.","2022","Declared non-disabled","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","SEO/HEO","Heterosexual / straight","525","[c]","36140","35290"
"Leaver Dept.","2022","Declared non-disabled","Asian","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","AA/AO","Heterosexual / straight","115","[c]","22190","21260"
"Leaver Dept.","2022","Declared non-disabled","Black","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","EO","Heterosexual / straight","285","[c]","27930","27570"
"Leaver Dept.","2022","Declared non-disabled","Black","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","G6/G7","Heterosexual / straight","100","[c]","56870","53600"
"Leaver Dept.","2022","Declared non-disabled","Black","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","SEO/HEO","Heterosexual / straight","325","[c]","36040","35140"
"Leaver Dept.","2022","Declared non-disabled","Black","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","AA/AO","Heterosexual / straight","35","[c]","21380","21260"
"Leaver Dept.","2022","Declared non-disabled","Mixed","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","EO","Heterosexual / straight","90","[c]","27390","27570"
"Leaver Dept.","2022","Declared non-disabled","Mixed","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","G6/G7","Heterosexual / straight","60","[c]","56210","54550"
"Leaver Dept.","2022","Declared non-disabled","Mixed","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SEO/HEO","Heterosexual / straight","160","[c]","36250","34950"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SEO/HEO","Heterosexual / straight","40","[c]","35260","34550"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","AA/AO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","EO","Heterosexual / straight","30","[c]","27450","27570"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","EO","Unknown","5","[c]","[c]","[c]"
