"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Inspector of Education and Training","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Inspector of Education and Training","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Inspector of Education and Training","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Inspector of Education and Training","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Inspector of Education and Training","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Inspector of Education and Training","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Inspector of Education and Training","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Inspector of Education and Training","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
