"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Property","UK Health Security Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","Operational Delivery","Heterosexual / straight","60","[c]","22090","22010"
"Leaver CS","2022","Property","Valuation Office Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","Operational Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","Operational Delivery","Unknown","55","[c]","21710","21750"
"Leaver CS","2022","Property","Valuation Office Agency","Property","Heterosexual / straight","65","[c]","35940","30580"
"Leaver CS","2022","Property","Valuation Office Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","Property","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","Property","Unknown","40","[c]","36290","28800"
"Leaver CS","2022","Security","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","35","[c]","34640","32650"
"Leaver CS","2022","Security","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office (excl. agencies)","Unknown","Unknown","35","[c]","30810","27500"
"Leaver CS","2022","Security","Companies House","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Companies House","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Crown Prosecution Service","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Crown Prosecution Service","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Equipment and Support","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Equipment and Support","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Equipment and Support","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Equipment and Support","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Science and Technology Laboratory","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Science and Technology Laboratory","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education (excl. agencies)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education (excl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions (excl. agencies)","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions (excl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions (excl. agencies)","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Licensing Agency","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Licensing Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Licensing Agency","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Licensing Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","Security","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Government Actuary's Department","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Government Actuary's Department","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Prison and Probation Service","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Prison and Probation Service","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs (excl. agencies)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs (excl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Intelligence Analysis","Heterosexual / straight","35","[c]","35410","33300"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Intelligence Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Intelligence Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Security","Heterosexual / straight","400","[c]","31570","27310"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Security","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Security","Undeclared","75","[c]","33070","39070"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Security","Unknown","100","[c]","28480","25000"
"Leaver CS","2022","Security","National Crime Agency","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Queen Elizabeth II Centre","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Queen Elizabeth II Centre","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Queen Elizabeth II Centre","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Registers of Scotland","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Registers of Scotland","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Registers of Scotland","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Submarine Delivery Agency","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Submarine Delivery Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Submarine Delivery Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Debt Management Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Debt Management Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Debt Management Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Accountant in Bankruptcy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Accountant in Bankruptcy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Accountant in Bankruptcy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Other","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Science and Engineering","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Policy","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","490","[c]","26230","25110"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","45","[c]","26020","24250"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","45","[c]","26760","26840"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","700","[c]","26120","27570"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","FCDO Services","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","FCDO Services","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Unknown","200","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Unknown","Unknown","90","[c]","29650","27360"
"Leaver CS","2022","Unknown","Government Legal Department","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Legal Department","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Legal Department","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","4530","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","Heterosexual / straight","65","[c]","54460","45810"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","Unknown","35","[c]","48320","44330"
"Leaver CS","2022","Unknown","Home Office","Economics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Human Resources","Heterosexual / straight","30","[c]","42830","35050"
"Leaver CS","2022","Unknown","Home Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","Heterosexual / straight","50","[c]","28410","27370"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","Heterosexual / straight","1030","[c]","27830","25310"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","LGBO","45","[c]","27860","24890"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","Undeclared","175","[c]","28550","27370"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","Unknown","155","[c]","25520","24880"
"Leaver CS","2022","Unknown","Home Office","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","Heterosexual / straight","80","[c]","34080","25880"
"Leaver CS","2022","Unknown","Home Office","Other","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Policy","Heterosexual / straight","65","[c]","52230","52070"
"Leaver CS","2022","Unknown","Home Office","Policy","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Policy","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Policy","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","Heterosexual / straight","45","[c]","48800","42980"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Science and Engineering","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Science and Engineering","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Security","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Social Research","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Statistics","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intellectual Property Office","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intellectual Property Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intellectual Property Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Finance","Heterosexual / straight","120","[c]","36730","33300"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Finance","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Finance","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Medicine","Heterosexual / straight","185","[c]","41960","39030"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Medicine","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Medicine","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Medicine","Unknown","55","[c]","39130","34170"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Other","Heterosexual / straight","890","[c]","25010","21380"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Other","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Other","Undeclared","135","[c]","26010","21580"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Other","Unknown","145","[c]","29980","26670"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Policy","Heterosexual / straight","35","[c]","42500","40920"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Policy","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Policy","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","Heterosexual / straight","125","[c]","33470","26690"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
