"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","40","[c]","32640","31970"
"New entrant CS","2022","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Digital, Culture, Media and Sport","Policy","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Education (excl. agencies)","Policy","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","125","[c]","38250","32560"
"New entrant CS","2022","Declared disabled","No function","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for International Trade","International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","50","[c]","31690","30190"
"New entrant CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","Policy","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","775","[c]","25230","27570"
"New entrant CS","2022","Declared disabled","No function","Department for Work and Pensions (excl. agencies)","Other","55","[c]","24960","21260"
"New entrant CS","2022","Declared disabled","No function","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department of Health and Social Care (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Department of Health and Social Care (excl. agencies)","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Driver and Vehicle Licensing Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Driver and Vehicle Licensing Agency","Operational Delivery","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Driver and Vehicle Standards Agency","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Driver and Vehicle Standards Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Health and Safety Executive","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Health and Safety Executive","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Health and Safety Executive","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Health and Safety Executive","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Courts and Tribunals Service","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Courts and Tribunals Service","Operational Delivery","130","[c]","22280","20970"
"New entrant CS","2022","Declared disabled","No function","HM Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Land Registry","Operational Delivery","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Prison and Probation Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Prison and Probation Service","Operational Delivery","1450","[c]","28630","26310"
"New entrant CS","2022","Declared disabled","No function","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Prison and Probation Service","Psychology","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Prison and Probation Service","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","80","[c]","23570","21250"
"New entrant CS","2022","Declared disabled","No function","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Revenue and Customs (excl. agencies)","Tax","120","[c]","28350","26590"
"New entrant CS","2022","Declared disabled","No function","HM Revenue and Customs (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Treasury (excl. agencies)","Policy","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","HM Treasury (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Institute for Apprenticeships and Technical Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Intellectual Property Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Intellectual Property Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Intellectual Property Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Legal Aid Agency","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Maritime and Coastguard Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Ministry of Justice (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","National Crime Agency","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","National Infrastructure Commission","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Gas and Electricity Markets","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Gas and Electricity Markets","Other","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of the Public Guardian","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Planning Inspectorate","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Planning Inspectorate","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Public Health England","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Public Health England","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Public Health England","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Public Health England","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Registers of Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Registers of Scotland","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Scottish Courts and Tribunals Service","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Scottish Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Scottish Prison Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Scottish Prison Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Standards and Testing Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Teaching Regulation Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","The Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","The National Archives","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","UK Health Security Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","UK Health Security Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","UK Health Security Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","UK Health Security Agency","Operational Delivery","65","[c]","35420","28590"
"New entrant CS","2022","Declared disabled","No function","UK Health Security Agency","Science and Engineering","40","[c]","32380","32330"
"New entrant CS","2022","Declared disabled","No function","UK Health Security Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","UK Hydrographic Office","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","UK Hydrographic Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","UK Hydrographic Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","UK Hydrographic Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","UK Statistics Authority","Operational Delivery","30","[c]","24040","19860"
"New entrant CS","2022","Declared disabled","No function","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Welsh Revenue Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Welsh Revenue Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Other","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Science and Engineering","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Science and Technology Laboratory","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Science and Technology Laboratory","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
