"Status","Year","Ethnicity","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Analysis","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Analysis","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Analysis","Outside London","Heterosexual / straight","105","[c]","34160","30950"
"Leaver CS","2022","White","Analysis","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Analysis","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Analysis","Outside London","Unknown","40","[c]","43550","37280"
"Leaver CS","2022","White","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","London","Heterosexual / straight","35","[c]","55890","54450"
"Leaver CS","2022","White","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Outside London","Heterosexual / straight","155","[c]","38780","36300"
"Leaver CS","2022","White","Commercial","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","London","Heterosexual / straight","100","[c]","42380","38530"
"Leaver CS","2022","White","Communications","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Outside London","Heterosexual / straight","60","[c]","36680","34170"
"Leaver CS","2022","White","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","Outside London","Heterosexual / straight","150","[c]","28580","27570"
"Leaver CS","2022","White","Counter Fraud","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","Outside London","Unknown","40","[c]","28360","27570"
"Leaver CS","2022","White","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","Outside London","Heterosexual / straight","120","[c]","22640","21260"
"Leaver CS","2022","White","Debt","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","London","Heterosexual / straight","135","[c]","51400","53420"
"Leaver CS","2022","White","Digital, Data & Technology","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","Outside London","Heterosexual / straight","460","[c]","40310","37910"
"Leaver CS","2022","White","Digital, Data & Technology","Outside London","LGBO","40","[c]","33660","31990"
"Leaver CS","2022","White","Digital, Data & Technology","Outside London","Undeclared","45","[c]","38930","36750"
"Leaver CS","2022","White","Digital, Data & Technology","Outside London","Unknown","45","[c]","38380","36460"
"Leaver CS","2022","White","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","London","Heterosexual / straight","50","[c]","50990","42660"
"Leaver CS","2022","White","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Outside London","Heterosexual / straight","190","[c]","38270","34290"
"Leaver CS","2022","White","Finance","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","Outside London","Heterosexual / straight","55","[c]","25250","24920"
"Leaver CS","2022","White","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","London","Heterosexual / straight","105","[c]","47900","42200"
"Leaver CS","2022","White","Human Resources","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Outside London","Heterosexual / straight","255","[c]","32910","27570"
"Leaver CS","2022","White","Human Resources","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Outside London","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","London","Heterosexual / straight","165","[c]","49490","51250"
"Leaver CS","2022","White","Legal","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Outside London","Heterosexual / straight","210","[c]","43220","41060"
"Leaver CS","2022","White","Legal","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Outside London","Unknown","50","[c]","49150","55610"
"Leaver CS","2022","White","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","London","Heterosexual / straight","1870","[c]","43240","37360"
"Leaver CS","2022","White","No function","London","LGBO","250","[c]","38530","31060"
"Leaver CS","2022","White","No function","London","Undeclared","205","[c]","41790","35070"
"Leaver CS","2022","White","No function","London","Unknown","190","[c]","50870","47090"
"Leaver CS","2022","White","No function","Outside London","Heterosexual / straight","10255","[c]","29310","27570"
"Leaver CS","2022","White","No function","Outside London","LGBO","860","[c]","27620","25820"
"Leaver CS","2022","White","No function","Outside London","Undeclared","845","[c]","29470","26860"
"Leaver CS","2022","White","No function","Outside London","Unknown","1120","[c]","30470","27570"
"Leaver CS","2022","White","No function","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Unknown","Heterosexual / straight","230","[c]","24160","21840"
"Leaver CS","2022","White","No function","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Unknown","Undeclared","70","[c]","22090","21590"
"Leaver CS","2022","White","No function","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","London","Heterosexual / straight","80","[c]","57880","57290"
"Leaver CS","2022","White","Project Delivery","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Outside London","Heterosexual / straight","675","[c]","36490","33730"
"Leaver CS","2022","White","Project Delivery","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Outside London","Undeclared","55","[c]","36790","35220"
"Leaver CS","2022","White","Project Delivery","Outside London","Unknown","40","[c]","40090","38070"
"Leaver CS","2022","White","Project Delivery","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Outside London","Heterosexual / straight","295","[c]","32190","27000"
"Leaver CS","2022","White","Property","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","London","Heterosexual / straight","50","[c]","35520","34720"
"Leaver CS","2022","White","Security","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Outside London","Heterosexual / straight","440","[c]","32470","32000"
"Leaver CS","2022","White","Security","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Outside London","Undeclared","40","[c]","34160","39070"
"Leaver CS","2022","White","Security","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","London","Heterosexual / straight","430","[c]","42910","35180"
"Leaver CS","2022","White","Unknown","London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","London","Undeclared","60","[c]","41530","37190"
"Leaver CS","2022","White","Unknown","London","Unknown","325","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Outside London","Heterosexual / straight","2870","[c]","30410","25310"
"Leaver CS","2022","White","Unknown","Outside London","LGBO","155","[c]","28750","24890"
"Leaver CS","2022","White","Unknown","Outside London","Undeclared","235","[c]","29970","25960"
"Leaver CS","2022","White","Unknown","Outside London","Unknown","2755","[c]","32140","27570"
"Leaver CS","2022","White","Unknown","Overseas","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Overseas","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","London","Heterosexual / straight","40","[c]","44310","36610"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","London","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
