"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","SEO/HEO","55","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Gwynedd","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Hackney and Newham","AA/AO","55","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Hackney and Newham","EO","75","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Hackney and Newham","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Hackney and Newham","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Hackney and Newham","SEO/HEO","80","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Leeds","AA/AO","90","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Leeds","EO","60","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Leeds","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Leeds","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Leeds","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Leicester","AA/AO","100","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Leicester","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Leicester","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Lincolnshire CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Liverpool","AA/AO","140","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Liverpool","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Liverpool","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Liverpool","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Luton","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Manchester","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Manchester","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Manchester","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Manchester","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Mid Lancashire","AA/AO","90","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Mid Lancashire","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Mid Lancashire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Milton Keynes","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","North Lanarkshire","AA/AO","105","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","North Lanarkshire","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","North Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","North Lanarkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","North Lanarkshire","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Nottingham","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Nottingham","EO","70","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Nottingham","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Nottingham","SEO/HEO","45","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Portsmouth","AA/AO","75","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Portsmouth","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Portsmouth","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Portsmouth","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Portsmouth","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Sefton","AA/AO","65","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Sefton","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Sefton","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Sefton","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","South Lanarkshire","AA/AO","170","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","South Lanarkshire","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","South Lanarkshire","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Suffolk CC","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Suffolk CC","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Suffolk CC","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Sunderland","AA/AO","195","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Sunderland","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Sunderland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Sunderland","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tower Hamlets","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tower Hamlets","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tower Hamlets","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tower Hamlets","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tower Hamlets","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tyneside","AA/AO","345","[c]","21550","21250"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tyneside","EO","100","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tyneside","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tyneside","SEO/HEO","75","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","West Lothian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Westminster","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Westminster","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Westminster","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Westminster","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Westminster","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Westminster","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Darlington","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Norwich and East Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Westminster","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Westminster","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Westminster","G6/G7","55","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Westminster","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Westminster","SEO/HEO","60","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Aberdeen City and Aberdeenshire","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Barnet","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Barnet","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Barnsley, Doncaster and Rotherham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Bedford","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Bedford","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Belfast","AA/AO","25","[c]","21470","21680"
"Leaver CS","2022","Home Office","Belfast","EO","10","[c]","25100","24890"
"Leaver CS","2022","Home Office","Belfast","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Birmingham","EO","10","[c]","25350","24890"
"Leaver CS","2022","Home Office","Birmingham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Bournemouth, Christchurch and Poole","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Bournemouth, Christchurch and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Camden and City of London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Camden and City of London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Cardiff and Vale of Glamorgan","EO","10","[c]","26970","24920"
"Leaver CS","2022","Home Office","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Cardiff and Vale of Glamorgan","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Cheshire West and Chester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","City of Edinburgh","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Croydon","AA/AO","70","[c]","24440","25630"
"Leaver CS","2022","Home Office","Croydon","EO","90","[c]","29000","28810"
"Leaver CS","2022","Home Office","Croydon","G6/G7","55","[c]","63600","61690"
"Leaver CS","2022","Home Office","Croydon","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Croydon","SEO/HEO","110","[c]","39330","37510"
"Leaver CS","2022","Home Office","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Devon CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Durham","AA/AO","40","[c]","21010","21680"
"Leaver CS","2022","Home Office","Durham","EO","10","[c]","25360","25310"
"Leaver CS","2022","Home Office","Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","East Kent","AA/AO","20","[c]","21770","21680"
"Leaver CS","2022","Home Office","East Kent","EO","60","[c]","27720","27370"
"Leaver CS","2022","Home Office","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","East Kent","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","East Kent","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Essex Haven Gateway","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Essex Haven Gateway","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Essex Thames Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Glasgow City","AA/AO","25","[c]","21180","21680"
"Leaver CS","2022","Home Office","Glasgow City","EO","20","[c]","25090","24880"
"Leaver CS","2022","Home Office","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Glasgow City","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Greater Manchester South West","EO","15","[c]","25170","25040"
"Leaver CS","2022","Home Office","Greater Manchester South West","G6/G7","15","[c]","63840","62200"
"Leaver CS","2022","Home Office","Greater Manchester South West","SEO/HEO","20","[c]","35930","37450"
"Leaver CS","2022","Home Office","Hackney and Newham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Harrow and Hillingdon","AA/AO","20","[c]","25460","25630"
"Leaver CS","2022","Home Office","Harrow and Hillingdon","EO","85","[c]","31190","30410"
"Leaver CS","2022","Home Office","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Harrow and Hillingdon","SEO/HEO","30","[c]","38190","36950"
"Leaver CS","2022","Home Office","Hertfordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Hounslow and Richmond upon Thames","AA/AO","15","[c]","22380","22460"
"Leaver CS","2022","Home Office","Hounslow and Richmond upon Thames","EO","20","[c]","29080","28870"
"Leaver CS","2022","Home Office","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Hounslow and Richmond upon Thames","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Isle of Anglesey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Kensington & Chelsea and Hammersmith & Fulham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Kent Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Kent Thames Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Kingston upon Hull, City of","EO","10","[c]","25850","25310"
"Leaver CS","2022","Home Office","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Lambeth","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Lambeth","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Lambeth","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Lambeth","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Leeds","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Leeds","EO","20","[c]","25280","24890"
"Leaver CS","2022","Home Office","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Leeds","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Leicestershire CC and Rutland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Lewisham and Southwark","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Lewisham and Southwark","EO","10","[c]","29280","28760"
"Leaver CS","2022","Home Office","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Liverpool","AA/AO","125","[c]","21300","21680"
"Leaver CS","2022","Home Office","Liverpool","EO","100","[c]","25320","25040"
"Leaver CS","2022","Home Office","Liverpool","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Liverpool","SEO/HEO","15","[c]","33430","31070"
"Leaver CS","2022","Home Office","Luton","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Luton","EO","15","[c]","29310","27370"
"Leaver CS","2022","Home Office","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Manchester","EO","30","[c]","27860","26410"
"Leaver CS","2022","Home Office","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Monmouthshire and Newport","AA/AO","25","[c]","21570","21680"
"Leaver CS","2022","Home Office","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Newry, Mourne and Down","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","North and North East Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","North and North East Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","North and North East Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","North Hampshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","North Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Overseas","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Peterborough","AA/AO","20","[c]","21230","21680"
"Leaver CS","2022","Home Office","Peterborough","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Peterborough","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Plymouth","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Portsmouth","EO","15","[c]","27220","24890"
"Leaver CS","2022","Home Office","Portsmouth","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Sefton","AA/AO","30","[c]","20070","21430"
"Leaver CS","2022","Home Office","Sefton","EO","25","[c]","25090","24890"
"Leaver CS","2022","Home Office","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Sefton","SEO/HEO","10","[c]","33850","31060"
"Leaver CS","2022","Home Office","Sheffield","AA/AO","50","[c]","20970","21680"
"Leaver CS","2022","Home Office","Sheffield","EO","30","[c]","25650","25310"
"Leaver CS","2022","Home Office","Sheffield","G6/G7","10","[c]","58440","56550"
"Leaver CS","2022","Home Office","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Sheffield","SEO/HEO","30","[c]","35490","36590"
"Leaver CS","2022","Home Office","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Shropshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Shropshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Solihull","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Solihull","EO","20","[c]","26950","26160"
"Leaver CS","2022","Home Office","Solihull","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Solihull","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","South Hampshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","South Teesside","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","South Teesside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","South West Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","South West Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Southampton","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Stoke-on-Trent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Suffolk CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Suffolk CC","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Suffolk CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Thurrock","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Thurrock","EO","10","[c]","26530","27330"
"Leaver CS","2022","Home Office","Thurrock","SEO/HEO","[c]","[c]","[c]","[c]"
