"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Science and Engineering","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","Yorkshire and The Humber","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","Yorkshire and The Humber","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","East Midlands (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","East of England","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","East of England","Male","40","[c]","40630","39070"
"Leaver CS","2022","White","Security","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","London","Male","40","[c]","34590","32790"
"Leaver CS","2022","White","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","North West (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","North West (England)","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Northern Ireland","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Scotland","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Scotland","Male","70","[c]","36050","39070"
"Leaver CS","2022","White","Security","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","South East (England)","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","South East (England)","Male","105","[c]","32770","28750"
"Leaver CS","2022","White","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","South West (England)","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","South West (England)","Male","75","[c]","29470","26670"
"Leaver CS","2022","White","Security","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Wales","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","West Midlands (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","West Midlands (England)","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Yorkshire and The Humber","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Wales","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Wales","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","East Midlands (England)","Female","140","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","East Midlands (England)","Male","90","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","East of England","Female","100","[c]","29750","27570"
"Leaver CS","2022","White","Unknown","East of England","Male","70","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","London","Female","335","[c]","49740","54110"
"Leaver CS","2022","White","Unknown","London","Male","380","[c]","51220","54380"
"Leaver CS","2022","White","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","North East (England)","Female","390","[c]","24830","21260"
"Leaver CS","2022","White","Unknown","North East (England)","Male","200","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","North West (England)","Female","350","[c]","26380","21260"
"Leaver CS","2022","White","Unknown","North West (England)","Male","275","[c]","31470","27570"
"Leaver CS","2022","White","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Northern Ireland","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Northern Ireland","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Scotland","Female","565","[c]","37840","31540"
"Leaver CS","2022","White","Unknown","Scotland","Male","485","[c]","40130","36130"
"Leaver CS","2022","White","Unknown","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","South East (England)","Female","135","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","South East (England)","Male","90","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","South West (England)","Female","60","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","South West (England)","Male","60","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Wales","Female","150","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Wales","Male","110","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","West Midlands (England)","Female","135","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","West Midlands (England)","Male","90","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Yorkshire and The Humber","Female","205","[c]","27350","21260"
"Leaver CS","2022","White","Unknown","Yorkshire and The Humber","Male","155","[c]","27500","21260"
"Leaver CS","2022","White","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","South West (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","Wales","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","South West (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Corporate Finance","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Corporate Finance","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Corporate Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
