"Status","Year","Disability","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Digital, Data and Technology","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Economics","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Knowledge and Information Management","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Medicine","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Operational Delivery","140","[c]","33040","26880"
"Leaver CS","2022","Unknown","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Other","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Science and Engineering","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Security","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","95","[c]","36590","29550"
"Leaver CS","2022","Unknown","Unknown","Communications","95","[c]","40540","33570"
"Leaver CS","2022","Unknown","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","250","[c]","41110","38450"
"Leaver CS","2022","Unknown","Unknown","Economics","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","100","[c]","32490","27200"
"Leaver CS","2022","Unknown","Unknown","Geography","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Human Resources","75","[c]","28090","24880"
"Leaver CS","2022","Unknown","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Intelligence Analysis","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Internal Audit","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","International Trade","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Knowledge and Information Management","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Legal","45","[c]","56710","55000"
"Leaver CS","2022","Unknown","Unknown","Medicine","55","[c]","43810","35000"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","3565","[c]","27790","23780"
"Leaver CS","2022","Unknown","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other","525","[c]","32210","30480"
"Leaver CS","2022","Unknown","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Policy","385","[c]","40020","36500"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","65","[c]","40390","38600"
"Leaver CS","2022","Unknown","Unknown","Property","60","[c]","28970","25000"
"Leaver CS","2022","Unknown","Unknown","Psychology","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","55","[c]","29450","25000"
"Leaver CS","2022","Unknown","Unknown","Security","85","[c]","27720","25000"
"Leaver CS","2022","Unknown","Unknown","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Statistics","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","2700","[c]","35980","27570"
"Leaver CS","2022","Unknown","Unknown","Veterinarian","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Commercial","40","[c]","39100","37250"
"Leaver CS","2022","Unknown","White","Communications","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Digital, Data and Technology","95","[c]","43120","38390"
"Leaver CS","2022","Unknown","White","Economics","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Finance","35","[c]","47430","36560"
"Leaver CS","2022","Unknown","White","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Human Resources","40","[c]","36690","28000"
"Leaver CS","2022","Unknown","White","Inspector of Education and Training","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Knowledge and Information Management","50","[c]","35500","31780"
"Leaver CS","2022","Unknown","White","Legal","55","[c]","50960","53050"
"Leaver CS","2022","Unknown","White","Medicine","65","[c]","64200","57770"
"Leaver CS","2022","Unknown","White","Operational Delivery","645","[c]","34230","30430"
"Leaver CS","2022","Unknown","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Other","185","[c]","32480","26670"
"Leaver CS","2022","Unknown","White","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Policy","90","[c]","43290","38650"
"Leaver CS","2022","Unknown","White","Project Delivery","40","[c]","42070","37630"
"Leaver CS","2022","Unknown","White","Property","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Science and Engineering","105","[c]","44070","40500"
"Leaver CS","2022","Unknown","White","Security","90","[c]","33560","39070"
"Leaver CS","2022","Unknown","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Unknown","420","[c]","41460","34550"
"Leaver CS","2022","Unknown","White","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Operational Delivery","80","[c]","28860","27570"
"Leaver Dept.","2022","Declared disabled","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Policy","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Operational Delivery","35","[c]","33130","30050"
"Leaver Dept.","2022","Declared disabled","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Operational Delivery","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Operational Delivery","35","[c]","30820","28080"
"Leaver Dept.","2022","Declared disabled","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Operational Delivery","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Other","[c]","[c]","[c]","[c]"
