"Status","Year","Region_ITL3","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","South West Wales","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","Outside London","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","Outside London","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","Outside London","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","Outside London","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","EO","Heterosexual / straight","35","[c]","26630","26130"
"New entrant CS","2022","Southampton","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","Unknown","Heterosexual / straight","35","[c]","28270","24800"
"New entrant CS","2022","Southampton","Outside London","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southampton","Outside London","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southend-on-Sea","Outside London","Unknown","Unknown","40","[c]","28270","26310"
"New entrant CS","2022","Staffordshire CC","Outside London","AA","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","AA","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","AO","Heterosexual / straight","180","[c]","22420","23140"
"New entrant CS","2022","Staffordshire CC","Outside London","AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","AO","Unknown","80","[c]","22030","23140"
"New entrant CS","2022","Staffordshire CC","Outside London","EO","Heterosexual / straight","50","[c]","26870","26350"
"New entrant CS","2022","Staffordshire CC","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","Unknown","Heterosexual / straight","55","[c]","26090","24090"
"New entrant CS","2022","Staffordshire CC","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Staffordshire CC","Outside London","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","AO","Heterosexual / straight","65","[c]","20990","20970"
"New entrant CS","2022","Stoke-on-Trent","Outside London","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","Unknown","Heterosexual / straight","45","[c]","26680","24800"
"New entrant CS","2022","Stoke-on-Trent","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Stoke-on-Trent","Outside London","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","AA","Heterosexual / straight","35","[c]","21230","21790"
"New entrant CS","2022","Suffolk CC","Outside London","AA","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","AA","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","AO","Heterosexual / straight","145","[c]","23420","21260"
"New entrant CS","2022","Suffolk CC","Outside London","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","AO","Unknown","55","[c]","21600","21510"
"New entrant CS","2022","Suffolk CC","Outside London","EO","Heterosexual / straight","50","[c]","26350","26590"
"New entrant CS","2022","Suffolk CC","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","EO","Unknown","35","[c]","25820","25460"
"New entrant CS","2022","Suffolk CC","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","Unknown","Heterosexual / straight","55","[c]","29770","24800"
"New entrant CS","2022","Suffolk CC","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Suffolk CC","Outside London","Unknown","Unknown","50","[c]","28300","26310"
"New entrant CS","2022","Sunderland","Outside London","AO","Heterosexual / straight","155","[c]","21260","21260"
"New entrant CS","2022","Sunderland","Outside London","AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","AO","Unknown","90","[c]","21250","21250"
"New entrant CS","2022","Sunderland","Outside London","EO","Heterosexual / straight","60","[c]","27740","27570"
"New entrant CS","2022","Sunderland","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","Unknown","Heterosexual / straight","30","[c]","27820","26310"
"New entrant CS","2022","Sunderland","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sunderland","Outside London","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","AA","Heterosexual / straight","115","[c]","18440","18310"
"New entrant CS","2022","Swansea","Outside London","AA","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","AA","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","AA","Unknown","135","[c]","18630","18310"
"New entrant CS","2022","Swansea","Outside London","AO","Heterosexual / straight","220","[c]","21780","21840"
"New entrant CS","2022","Swansea","Outside London","AO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","AO","Unknown","110","[c]","21940","21840"
"New entrant CS","2022","Swansea","Outside London","EO","Heterosexual / straight","45","[c]","26400","26130"
"New entrant CS","2022","Swansea","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swansea","Outside London","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Swindon","Outside London","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Telford and Wrekin","Outside London","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Thurrock","Outside London","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Thurrock","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Thurrock","Outside London","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Thurrock","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Thurrock","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Thurrock","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Thurrock","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Thurrock","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","Outside London","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Tower Hamlets","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tower Hamlets","London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tower Hamlets","London","AO","Heterosexual / straight","75","[c]","22560","22770"
"New entrant CS","2022","Tower Hamlets","London","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Tower Hamlets","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tower Hamlets","London","AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Tower Hamlets","London","EO","Heterosexual / straight","160","[c]","27740","27140"
"New entrant CS","2022","Tower Hamlets","London","EO","LGBO","20","[c]","[c]","[c]"
