"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Policy","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","AO","150","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","EO","EO","85","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","HEO","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","SEO/HEO","SEO","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","EO","EO","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","EO","EO","70","[c]","27220","27000"
"Leaver CS","2022","Unknown","Digital, Data and Technology","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","G6/G7","G7","90","[c]","54440","53500"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SEO/HEO","HEO","120","[c]","34190","33840"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SEO/HEO","SEO","95","[c]","40700","40230"
"Leaver CS","2022","Unknown","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","EO","EO","50","[c]","23340","24880"
"Leaver CS","2022","Unknown","Finance","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SEO/HEO","HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","EO","EO","55","[c]","24790","26640"
"Leaver CS","2022","Unknown","Human Resources","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","EO","EO","40","[c]","26520","26170"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6/G7","G7","70","[c]","54350","55000"
"Leaver CS","2022","Unknown","Legal","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SCS level","SCS level","40","[c]","102030","107720"
"Leaver CS","2022","Unknown","Medicine","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","AA/AO","AA","515","[c]","19190","19060"
"Leaver CS","2022","Unknown","Operational Delivery","AA/AO","AO","2000","[c]","21910","21490"
"Leaver CS","2022","Unknown","Operational Delivery","EO","EO","840","[c]","28720","27570"
"Leaver CS","2022","Unknown","Operational Delivery","G6/G7","G6","65","[c]","69890","66230"
"Leaver CS","2022","Unknown","Operational Delivery","G6/G7","G7","160","[c]","53830","53360"
"Leaver CS","2022","Unknown","Operational Delivery","SCS level","SCS level","40","[c]","101910","88940"
"Leaver CS","2022","Unknown","Operational Delivery","SEO/HEO","HEO","265","[c]","34310","32790"
"Leaver CS","2022","Unknown","Operational Delivery","SEO/HEO","SEO","190","[c]","41080","40470"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","Unknown","450","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","AA/AO","AA","65","[c]","20700","19810"
"Leaver CS","2022","Unknown","Other","AA/AO","AO","110","[c]","22460","21260"
"Leaver CS","2022","Unknown","Other","EO","EO","165","[c]","25430","26800"
"Leaver CS","2022","Unknown","Other","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SEO/HEO","HEO","80","[c]","36890","36960"
"Leaver CS","2022","Unknown","Other","SEO/HEO","SEO","35","[c]","44290","44290"
"Leaver CS","2022","Unknown","Other","Unknown","Unknown","245","[c]","36040","33270"
"Leaver CS","2022","Unknown","Planning","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","EO","EO","85","[c]","27170","28500"
"Leaver CS","2022","Unknown","Policy","G6/G7","G6","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","G6/G7","G7","100","[c]","54180","53360"
"Leaver CS","2022","Unknown","Policy","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SEO/HEO","HEO","160","[c]","33530","33570"
"Leaver CS","2022","Unknown","Policy","SEO/HEO","SEO","90","[c]","39270","39570"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","SEO","35","[c]","40930","40790"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA/AO","AA","35","[c]","18370","18760"
"Leaver CS","2022","Unknown","Property","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","EO","40","[c]","24130","25050"
"Leaver CS","2022","Unknown","Science and Engineering","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO/HEO","HEO","45","[c]","32720","33000"
"Leaver CS","2022","Unknown","Science and Engineering","SEO/HEO","SEO","45","[c]","41990","40560"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","AA","55","[c]","22040","21030"
"Leaver CS","2022","Unknown","Security","AA/AO","AO","100","[c]","33410","39070"
"Leaver CS","2022","Unknown","Security","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","AA","125","[c]","22450","21050"
"Leaver CS","2022","Unknown","Unknown","AA/AO","AO","1365","[c]","21850","21260"
"Leaver CS","2022","Unknown","Unknown","EO","EO","660","[c]","27740","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","G6","100","[c]","76630","75340"
"Leaver CS","2022","Unknown","Unknown","G6/G7","G7","195","[c]","59690","57300"
"Leaver CS","2022","Unknown","Unknown","SCS level","SCS level","50","[c]","114950","107330"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","HEO","350","[c]","32490","32000"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","SEO","170","[c]","42770","42470"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","220","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SEO/HEO","HEO","15","[c]","[c]","[c]"
