"Status","Year","Parent_department","Region_ITL1","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","East Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","East Midlands (England)","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","East Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","East Midlands (England)","Outside London","SEO/HEO","20","[c]","35240","32250"
"Leaver Dept.","2022","Department for Transport","East of England","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","East of England","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","East of England","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","London","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","London","London","EO","45","[c]","30220","30270"
"Leaver Dept.","2022","Department for Transport","London","London","G6/G7","85","[c]","57620","54760"
"Leaver Dept.","2022","Department for Transport","London","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","London","London","SEO/HEO","150","[c]","38310","35430"
"Leaver Dept.","2022","Department for Transport","London","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","North East (England)","Outside London","AA/AO","15","[c]","22340","21840"
"Leaver Dept.","2022","Department for Transport","North East (England)","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","North East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","North East (England)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","North West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","North West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Scotland","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","South East (England)","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","South East (England)","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","South East (England)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","South East (England)","Outside London","SEO/HEO","20","[c]","36720","38650"
"Leaver Dept.","2022","Department for Transport","South West (England)","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","South West (England)","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","South West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","South West (England)","Outside London","SEO/HEO","15","[c]","36100","34290"
"Leaver Dept.","2022","Department for Transport","Unknown","Unknown","AA/AO","60","[c]","21250","21840"
"Leaver Dept.","2022","Department for Transport","Unknown","Unknown","EO","30","[c]","26820","26470"
"Leaver Dept.","2022","Department for Transport","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","Unknown","SEO/HEO","55","[c]","35720","33350"
"Leaver Dept.","2022","Department for Transport","Wales","Outside London","AA/AO","15","[c]","21980","21840"
"Leaver Dept.","2022","Department for Transport","Wales","Outside London","EO","10","[c]","26740","26470"
"Leaver Dept.","2022","Department for Transport","Wales","Outside London","SEO/HEO","15","[c]","34290","31860"
"Leaver Dept.","2022","Department for Transport","West Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","West Midlands (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","West Midlands (England)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Yorkshire and The Humber","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Yorkshire and The Humber","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Yorkshire and The Humber","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Yorkshire and The Humber","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","East Midlands (England)","Outside London","AA/AO","25","[c]","21240","21260"
"Leaver Dept.","2022","Department for Work and Pensions","East Midlands (England)","Outside London","EO","75","[c]","27500","27570"
"Leaver Dept.","2022","Department for Work and Pensions","East Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","East Midlands (England)","Outside London","SEO/HEO","20","[c]","33260","31990"
"Leaver Dept.","2022","Department for Work and Pensions","East of England","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","East of England","Outside London","EO","60","[c]","28710","29290"
"Leaver Dept.","2022","Department for Work and Pensions","East of England","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","East of England","Outside London","SEO/HEO","15","[c]","34070","32400"
"Leaver Dept.","2022","Department for Work and Pensions","London","London","AA/AO","15","[c]","24930","25110"
"Leaver Dept.","2022","Department for Work and Pensions","London","London","EO","305","[c]","31070","31060"
"Leaver Dept.","2022","Department for Work and Pensions","London","London","G6/G7","40","[c]","60470","56020"
"Leaver Dept.","2022","Department for Work and Pensions","London","London","SCS level","10","[c]","99850","89960"
"Leaver Dept.","2022","Department for Work and Pensions","London","London","SEO/HEO","110","[c]","38240","37570"
"Leaver Dept.","2022","Department for Work and Pensions","North East (England)","Outside London","AA/AO","115","[c]","21180","21260"
"Leaver Dept.","2022","Department for Work and Pensions","North East (England)","Outside London","EO","155","[c]","27560","27570"
"Leaver Dept.","2022","Department for Work and Pensions","North East (England)","Outside London","G6/G7","15","[c]","53520","52080"
"Leaver Dept.","2022","Department for Work and Pensions","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","North East (England)","Outside London","SEO/HEO","75","[c]","33650","31990"
"Leaver Dept.","2022","Department for Work and Pensions","North West (England)","Outside London","AA/AO","95","[c]","21130","21260"
"Leaver Dept.","2022","Department for Work and Pensions","North West (England)","Outside London","EO","305","[c]","27500","27570"
"Leaver Dept.","2022","Department for Work and Pensions","North West (England)","Outside London","G6/G7","30","[c]","57110","59430"
"Leaver Dept.","2022","Department for Work and Pensions","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","North West (England)","Outside London","SEO/HEO","115","[c]","35380","35310"
"Leaver Dept.","2022","Department for Work and Pensions","Scotland","Outside London","AA/AO","135","[c]","21200","21260"
"Leaver Dept.","2022","Department for Work and Pensions","Scotland","Outside London","EO","300","[c]","27500","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Scotland","Outside London","SEO/HEO","40","[c]","33460","31990"
"Leaver Dept.","2022","Department for Work and Pensions","South East (England)","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","South East (England)","Outside London","EO","95","[c]","28320","27570"
"Leaver Dept.","2022","Department for Work and Pensions","South East (England)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","South West (England)","Outside London","AA/AO","25","[c]","21240","21260"
"Leaver Dept.","2022","Department for Work and Pensions","South West (England)","Outside London","EO","75","[c]","27540","27570"
"Leaver Dept.","2022","Department for Work and Pensions","South West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","South West (England)","Outside London","SEO/HEO","30","[c]","35100","34190"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","Unknown","EO","20","[c]","28120","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Wales","Outside London","AA/AO","25","[c]","21170","21260"
"Leaver Dept.","2022","Department for Work and Pensions","Wales","Outside London","EO","115","[c]","27510","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Wales","Outside London","SEO/HEO","20","[c]","32980","31990"
"Leaver Dept.","2022","Department for Work and Pensions","West Midlands (England)","Outside London","AA/AO","35","[c]","21120","21260"
"Leaver Dept.","2022","Department for Work and Pensions","West Midlands (England)","Outside London","EO","210","[c]","27530","27570"
"Leaver Dept.","2022","Department for Work and Pensions","West Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","West Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","West Midlands (England)","Outside London","SEO/HEO","30","[c]","33780","31990"
"Leaver Dept.","2022","Department for Work and Pensions","Yorkshire and The Humber","Outside London","AA/AO","35","[c]","21070","21260"
"Leaver Dept.","2022","Department for Work and Pensions","Yorkshire and The Humber","Outside London","EO","160","[c]","27570","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Yorkshire and The Humber","Outside London","G6/G7","40","[c]","53670","52150"
"Leaver Dept.","2022","Department for Work and Pensions","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Yorkshire and The Humber","Outside London","SEO/HEO","100","[c]","34860","33760"
"Leaver Dept.","2022","Department of Health and Social Care","East Midlands (England)","Outside London","AA/AO","15","[c]","20070","19880"
"Leaver Dept.","2022","Department of Health and Social Care","East Midlands (England)","Outside London","EO","20","[c]","23800","23390"
"Leaver Dept.","2022","Department of Health and Social Care","East Midlands (England)","Outside London","G6/G7","35","[c]","58530","56410"
"Leaver Dept.","2022","Department of Health and Social Care","East Midlands (England)","Outside London","SCS level","10","[c]","104200","106500"
"Leaver Dept.","2022","Department of Health and Social Care","East Midlands (England)","Outside London","SEO/HEO","90","[c]","34060","35610"
"Leaver Dept.","2022","Department of Health and Social Care","East of England","Outside London","AA/AO","70","[c]","21780","21820"
"Leaver Dept.","2022","Department of Health and Social Care","East of England","Outside London","EO","45","[c]","25460","25010"
"Leaver Dept.","2022","Department of Health and Social Care","East of England","Outside London","G6/G7","65","[c]","57480","52330"
"Leaver Dept.","2022","Department of Health and Social Care","East of England","Outside London","SCS level","30","[c]","110770","112540"
"Leaver Dept.","2022","Department of Health and Social Care","East of England","Outside London","SEO/HEO","145","[c]","36380","36690"
"Leaver Dept.","2022","Department of Health and Social Care","London","London","AA/AO","230","[c]","23050","23780"
"Leaver Dept.","2022","Department of Health and Social Care","London","London","EO","535","[c]","27120","26880"
"Leaver Dept.","2022","Department of Health and Social Care","London","London","G6/G7","1190","[c]","59220","55130"
"Leaver Dept.","2022","Department of Health and Social Care","London","London","SCS level","240","[c]","106130","101430"
"Leaver Dept.","2022","Department of Health and Social Care","London","London","SEO/HEO","1545","[c]","36880","36820"
"Leaver Dept.","2022","Department of Health and Social Care","London","London","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","North East (England)","Outside London","AA/AO","15","[c]","20020","19880"
"Leaver Dept.","2022","Department of Health and Social Care","North East (England)","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","North East (England)","Outside London","G6/G7","25","[c]","56250","52640"
"Leaver Dept.","2022","Department of Health and Social Care","North East (England)","Outside London","SCS level","10","[c]","108680","108080"
"Leaver Dept.","2022","Department of Health and Social Care","North East (England)","Outside London","SEO/HEO","40","[c]","36390","37190"
"Leaver Dept.","2022","Department of Health and Social Care","North West (England)","Outside London","AA/AO","120","[c]","20340","19880"
"Leaver Dept.","2022","Department of Health and Social Care","North West (England)","Outside London","EO","85","[c]","24410","23390"
"Leaver Dept.","2022","Department of Health and Social Care","North West (England)","Outside London","G6/G7","85","[c]","55700","50420"
"Leaver Dept.","2022","Department of Health and Social Care","North West (England)","Outside London","SCS level","30","[c]","110150","108080"
"Leaver Dept.","2022","Department of Health and Social Care","North West (England)","Outside London","SEO/HEO","160","[c]","35120","36070"
"Leaver Dept.","2022","Department of Health and Social Care","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Scotland","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Scotland","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Scotland","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","South East (England)","Outside London","AA/AO","60","[c]","21640","21820"
"Leaver Dept.","2022","Department of Health and Social Care","South East (England)","Outside London","EO","55","[c]","26120","25260"
"Leaver Dept.","2022","Department of Health and Social Care","South East (England)","Outside London","G6/G7","160","[c]","58440","53680"
"Leaver Dept.","2022","Department of Health and Social Care","South East (England)","Outside London","SCS level","35","[c]","106710","107720"
"Leaver Dept.","2022","Department of Health and Social Care","South East (England)","Outside London","SEO/HEO","180","[c]","37030","38200"
"Leaver Dept.","2022","Department of Health and Social Care","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","South West (England)","Outside London","AA/AO","180","[c]","20560","19880"
"Leaver Dept.","2022","Department of Health and Social Care","South West (England)","Outside London","EO","155","[c]","24370","23620"
"Leaver Dept.","2022","Department of Health and Social Care","South West (England)","Outside London","G6/G7","265","[c]","57340","53500"
"Leaver Dept.","2022","Department of Health and Social Care","South West (England)","Outside London","SCS level","40","[c]","108310","102950"
"Leaver Dept.","2022","Department of Health and Social Care","South West (England)","Outside London","SEO/HEO","505","[c]","34500","35610"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Unknown","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Unknown","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Unknown","SEO/HEO","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Wales","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Wales","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","West Midlands (England)","Outside London","AA/AO","80","[c]","20450","19880"
"Leaver Dept.","2022","Department of Health and Social Care","West Midlands (England)","Outside London","EO","60","[c]","24000","23390"
"Leaver Dept.","2022","Department of Health and Social Care","West Midlands (England)","Outside London","G6/G7","70","[c]","57310","50930"
"Leaver Dept.","2022","Department of Health and Social Care","West Midlands (England)","Outside London","SCS level","30","[c]","113870","114000"
"Leaver Dept.","2022","Department of Health and Social Care","West Midlands (England)","Outside London","SEO/HEO","120","[c]","35900","36330"
"Leaver Dept.","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","AA/AO","45","[c]","20360","19880"
"Leaver Dept.","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","EO","70","[c]","25480","24250"
"Leaver Dept.","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","G6/G7","230","[c]","57530","55000"
"Leaver Dept.","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","SCS level","30","[c]","98370","95140"
"Leaver Dept.","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","SEO/HEO","335","[c]","34590","35070"
"Leaver Dept.","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","East Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","East Midlands (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","East of England","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","London","SEO/HEO","20","[c]","38180","40350"
"Leaver Dept.","2022","Food Standards Agency","North East (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","North West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","North West (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","South East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","South West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","South West (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","West Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","West Midlands (England)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Yorkshire and The Humber","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","London","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","London","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","London","London","G6/G7","115","[c]","56220","55540"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","London","London","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","London","London","SEO/HEO","145","[c]","38190","38600"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Overseas","Overseas","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Overseas","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Scotland","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Scotland","Outside London","G6/G7","20","[c]","52740","51960"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Scotland","Outside London","SEO/HEO","35","[c]","37030","36210"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","South East (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","South East (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","South East (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","East Midlands (England)","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","East Midlands (England)","Outside London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","East Midlands (England)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","East Midlands (England)","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","East of England","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","East of England","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","East of England","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","East of England","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","London","London","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","London","London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","London","London","G6/G7","70","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","London","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","London","London","SEO/HEO","85","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","London","London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","North East (England)","Outside London","AA/AO","140","[c]","21770","22010"
"Leaver Dept.","2022","HM Revenue and Customs","North East (England)","Outside London","EO","50","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","North East (England)","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","North East (England)","Outside London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","North West (England)","Outside London","AA/AO","105","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","North West (England)","Outside London","EO","45","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","North West (England)","Outside London","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","North West (England)","Outside London","SEO/HEO","55","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","North West (England)","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Northern Ireland","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Northern Ireland","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Northern Ireland","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Scotland","Outside London","AA/AO","175","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Scotland","Outside London","EO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Scotland","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Scotland","Outside London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","South East (England)","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","South East (England)","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","South East (England)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","South West (England)","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","South West (England)","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","South West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","South West (England)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Wales","Outside London","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Wales","Outside London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Wales","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Wales","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","West Midlands (England)","Outside London","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","West Midlands (England)","Outside London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","West Midlands (England)","Outside London","G6/G7","10","[c]","[c]","[c]"
