"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Medicine","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SCS level","40","[c]","102030","107720"
"Leaver CS","2022","Unknown","Medicine","SEO/HEO","35","[c]","38810","39030"
"Leaver CS","2022","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","AA/AO","2515","[c]","21460","21260"
"Leaver CS","2022","Unknown","Operational Delivery","EO","840","[c]","28720","27570"
"Leaver CS","2022","Unknown","Operational Delivery","G6/G7","220","[c]","58530","55000"
"Leaver CS","2022","Unknown","Operational Delivery","SCS level","40","[c]","101910","88940"
"Leaver CS","2022","Unknown","Operational Delivery","SEO/HEO","460","[c]","37140","36740"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","450","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","AA/AO","175","[c]","21820","21260"
"Leaver CS","2022","Unknown","Other","EO","165","[c]","25430","26800"
"Leaver CS","2022","Unknown","Other","G6/G7","45","[c]","59570","54470"
"Leaver CS","2022","Unknown","Other","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SEO/HEO","120","[c]","39330","40290"
"Leaver CS","2022","Unknown","Other","Unknown","245","[c]","36040","33270"
"Leaver CS","2022","Unknown","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","EO","85","[c]","27170","28500"
"Leaver CS","2022","Unknown","Policy","G6/G7","140","[c]","57170","53380"
"Leaver CS","2022","Unknown","Policy","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SEO/HEO","245","[c]","36310","36500"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","65","[c]","37410","37860"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA/AO","40","[c]","19120","18780"
"Leaver CS","2022","Unknown","Property","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","40","[c]","24130","25050"
"Leaver CS","2022","Unknown","Science and Engineering","G6/G7","40","[c]","59350","53830"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO/HEO","90","[c]","37250","36800"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","155","[c]","29420","25540"
"Leaver CS","2022","Unknown","Security","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","1490","[c]","21960","21260"
"Leaver CS","2022","Unknown","Unknown","EO","660","[c]","27740","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","295","[c]","65070","62170"
"Leaver CS","2022","Unknown","Unknown","SCS level","50","[c]","114950","107330"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","525","[c]","36330","35030"
"Leaver CS","2022","Unknown","Unknown","Unknown","220","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Medicine","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Medicine","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","AA/AO","175","[c]","21250","21260"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","EO","300","[c]","27340","27570"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","G6/G7","55","[c]","56390","53150"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","SEO/HEO","185","[c]","34690","33210"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","EO","40","[c]","26420","27570"
"Leaver Dept.","2022","Declared disabled","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Policy","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Policy","G6/G7","55","[c]","55680","53600"
"Leaver Dept.","2022","Declared disabled","Policy","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Policy","SEO/HEO","95","[c]","36510","36620"
"Leaver Dept.","2022","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","SEO/HEO","35","[c]","35690","35070"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","SEO/HEO","80","[c]","35430","36330"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Social Research","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","60","[c]","27900","27570"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","65","[c]","57060","54700"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","120","[c]","34990","34550"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","EO","35","[c]","26220","26670"
"Leaver Dept.","2022","Declared non-disabled","Commercial","G6/G7","55","[c]","57470","54830"
"Leaver Dept.","2022","Declared non-disabled","Commercial","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","SEO/HEO","135","[c]","35640","35310"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","G6/G7","45","[c]","59650","57420"
"Leaver Dept.","2022","Declared non-disabled","Communications","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","SEO/HEO","125","[c]","36310","35750"
"Leaver Dept.","2022","Declared non-disabled","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","EO","40","[c]","27930","27570"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","EO","60","[c]","27770","27570"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","G6/G7","110","[c]","57970","56220"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","SEO/HEO","240","[c]","37340","36780"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Economics","G6/G7","45","[c]","59090","58350"
"Leaver Dept.","2022","Declared non-disabled","Economics","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Economics","SEO/HEO","50","[c]","33840","33990"
"Leaver Dept.","2022","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","EO","50","[c]","25310","25000"
"Leaver Dept.","2022","Declared non-disabled","Finance","G6/G7","100","[c]","57740","56300"
"Leaver Dept.","2022","Declared non-disabled","Finance","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","SEO/HEO","155","[c]","36980","36330"
"Leaver Dept.","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","AA/AO","35","[c]","22040","21830"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","EO","85","[c]","27230","26880"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","G6/G7","90","[c]","57960","57200"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","SEO/HEO","175","[c]","34830","33400"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","EO","30","[c]","27140","27370"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","International Trade","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","International Trade","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","G6/G7","90","[c]","56960","55930"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","SEO/HEO","90","[c]","35990","36330"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","G6/G7","50","[c]","60660","59060"
"Leaver Dept.","2022","Declared non-disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","SEO/HEO","5","[c]","[c]","[c]"
